event_id,method
20e403a1acfef130,KO/TKO
20e403a1acfef130,S-DEC
b4ad3a06ee4d660c,KO/TKO
b4ad3a06ee4d660c,U-DEC
b4ad3a06ee4d660c,U-DEC
b4ad3a06ee4d660c,U-DEC
b4ad3a06ee4d660c,SUB
b4ad3a06ee4d660c,KO/TKO
b4ad3a06ee4d660c,U-DEC
b4ad3a06ee4d660c,S-DEC
b4ad3a06ee4d660c,U-DEC
b4ad3a06ee4d660c,KO/TKO
b4ad3a06ee4d660c,SUB
865aa315ea62c511,U-DEC
865aa315ea62c511,U-DEC
865aa315ea62c511,SUB
865aa315ea62c511,U-DEC
865aa315ea62c511,M-DEC
865aa315ea62c511,U-DEC
865aa315ea62c511,U-DEC
865aa315ea62c511,U-DEC
865aa315ea62c511,S-DEC
865aa315ea62c511,U-DEC
6a8a06b542e1516d,KO/TKO
6a8a06b542e1516d,U-DEC
6a8a06b542e1516d,SUB
6a8a06b542e1516d,S-DEC
6a8a06b542e1516d,KO/TKO
6a8a06b542e1516d,U-DEC
6a8a06b542e1516d,Overturned
6a8a06b542e1516d,SUB
6a8a06b542e1516d,U-DEC
6a8a06b542e1516d,U-DEC
6a8a06b542e1516d,Overturned
6a8a06b542e1516d,KO/TKO
4512e46543b960ad,SUB
4512e46543b960ad,KO/TKO
4512e46543b960ad,KO/TKO
4512e46543b960ad,SUB
4512e46543b960ad,U-DEC
4512e46543b960ad,S-DEC
4512e46543b960ad,KO/TKO
4512e46543b960ad,U-DEC
4512e46543b960ad,SUB
4512e46543b960ad,KO/TKO
4512e46543b960ad,S-DEC
4512e46543b960ad,SUB
46effbd1135423c5,KO/TKO
46effbd1135423c5,S-DEC
46effbd1135423c5,U-DEC
46effbd1135423c5,U-DEC
46effbd1135423c5,U-DEC
46effbd1135423c5,S-DEC
46effbd1135423c5,SUB
46effbd1135423c5,Other - Choke
46effbd1135423c5,U-DEC
46effbd1135423c5,SUB
46effbd1135423c5,KO/TKO
46effbd1135423c5,KO/TKO
46effbd1135423c5,KO/TKO
4b2390cfaceb91d8,KO/TKO
4b2390cfaceb91d8,U-DEC
4b2390cfaceb91d8,U-DEC
4b2390cfaceb91d8,S-DEC
4b2390cfaceb91d8,U-DEC
4b2390cfaceb91d8,U-DEC
4b2390cfaceb91d8,U-DEC
4b2390cfaceb91d8,KO/TKO
4b2390cfaceb91d8,SUB
4b2390cfaceb91d8,CNC
32541eb5d12668b4,SUB
32541eb5d12668b4,SUB
32541eb5d12668b4,U-DEC
32541eb5d12668b4,U-DEC
32541eb5d12668b4,SUB
32541eb5d12668b4,U-DEC
32541eb5d12668b4,U-DEC
32541eb5d12668b4,U-DEC
32541eb5d12668b4,U-DEC
32541eb5d12668b4,U-DEC
32541eb5d12668b4,KO/TKO
32541eb5d12668b4,U-DEC
32541eb5d12668b4,S-DEC
6e3282d57d2467a0,KO/TKO
6e3282d57d2467a0,KO/TKO
6e3282d57d2467a0,U-DEC
6e3282d57d2467a0,KO/TKO
6e3282d57d2467a0,U-DEC
6e3282d57d2467a0,SUB
6e3282d57d2467a0,SUB
6e3282d57d2467a0,S-DEC
6e3282d57d2467a0,U-DEC
6e3282d57d2467a0,KO/TKO
6e3282d57d2467a0,U-DEC
6e3282d57d2467a0,S-DEC
7139cd2ae4bf6a29,KO/TKO
7139cd2ae4bf6a29,SUB
7139cd2ae4bf6a29,KO/TKO
7139cd2ae4bf6a29,KO/TKO
7139cd2ae4bf6a29,U-DEC
7139cd2ae4bf6a29,KO/TKO
7139cd2ae4bf6a29,SUB
7139cd2ae4bf6a29,U-DEC
7139cd2ae4bf6a29,U-DEC
7139cd2ae4bf6a29,U-DEC
7139cd2ae4bf6a29,U-DEC
7139cd2ae4bf6a29,U-DEC
bd4389b71fdc0ce2,U-DEC
bd4389b71fdc0ce2,S-DEC
bd4389b71fdc0ce2,KO/TKO
bd4389b71fdc0ce2,U-DEC
bd4389b71fdc0ce2,SUB
bd4389b71fdc0ce2,S-DEC
bd4389b71fdc0ce2,U-DEC
bd4389b71fdc0ce2,KO/TKO
bd4389b71fdc0ce2,U-DEC
bd4389b71fdc0ce2,U-DEC
bd4389b71fdc0ce2,KO/TKO
bd4389b71fdc0ce2,U-DEC
73e09f837f3b5ecc,KO/TKO
73e09f837f3b5ecc,S-DEC
73e09f837f3b5ecc,U-DEC
73e09f837f3b5ecc,KO/TKO
73e09f837f3b5ecc,SUB
73e09f837f3b5ecc,S-DEC
73e09f837f3b5ecc,U-DEC
73e09f837f3b5ecc,S-DEC
73e09f837f3b5ecc,U-DEC
73e09f837f3b5ecc,U-DEC
73e09f837f3b5ecc,U-DEC
73e09f837f3b5ecc,U-DEC
73e09f837f3b5ecc,U-DEC
5cde96e0a1a1fffe,KO/TKO
5cde96e0a1a1fffe,KO/TKO
5cde96e0a1a1fffe,U-DEC
5cde96e0a1a1fffe,U-DEC
5cde96e0a1a1fffe,U-DEC
5cde96e0a1a1fffe,S-DEC
5cde96e0a1a1fffe,SUB
5cde96e0a1a1fffe,SUB
5cde96e0a1a1fffe,KO/TKO
5cde96e0a1a1fffe,SUB
5cde96e0a1a1fffe,SUB
5cde96e0a1a1fffe,Overturned
6810d8d2dd557cf9,KO/TKO
6810d8d2dd557cf9,S-DEC
6810d8d2dd557cf9,S-DEC
6810d8d2dd557cf9,U-DEC
6810d8d2dd557cf9,KO/TKO
6810d8d2dd557cf9,U-DEC
6810d8d2dd557cf9,SUB
6810d8d2dd557cf9,U-DEC
6810d8d2dd557cf9,SUB
6810d8d2dd557cf9,SUB
6810d8d2dd557cf9,KO/TKO
6810d8d2dd557cf9,U-DEC
6810d8d2dd557cf9,KO/TKO
4956f60b7fa57c1a,KO/TKO
4956f60b7fa57c1a,M-DEC
4956f60b7fa57c1a,U-DEC
4956f60b7fa57c1a,KO/TKO
4956f60b7fa57c1a,U-DEC
4956f60b7fa57c1a,U-DEC
4956f60b7fa57c1a,SUB
4956f60b7fa57c1a,KO/TKO
4956f60b7fa57c1a,KO/TKO
4956f60b7fa57c1a,U-DEC
4956f60b7fa57c1a,S-DEC
6083f497c22cc075,U-DEC
6083f497c22cc075,U-DEC
6083f497c22cc075,SUB
6083f497c22cc075,KO/TKO
6083f497c22cc075,U-DEC
6083f497c22cc075,U-DEC
6083f497c22cc075,S-DEC
6083f497c22cc075,SUB
6083f497c22cc075,KO/TKO
6083f497c22cc075,KO/TKO
6083f497c22cc075,U-DEC
6083f497c22cc075,S-DEC
6083f497c22cc075,U-DEC
154a6b3ffae264cd,U-DEC
154a6b3ffae264cd,KO/TKO
154a6b3ffae264cd,KO/TKO
154a6b3ffae264cd,SUB
154a6b3ffae264cd,SUB
154a6b3ffae264cd,SUB
154a6b3ffae264cd,SUB
154a6b3ffae264cd,SUB
154a6b3ffae264cd,KO/TKO
154a6b3ffae264cd,KO/TKO
154a6b3ffae264cd,S-DEC
a196332ee4aa8a82,S-DEC
a196332ee4aa8a82,KO/TKO
a196332ee4aa8a82,S-DEC
a196332ee4aa8a82,SUB
a196332ee4aa8a82,SUB
a196332ee4aa8a82,U-DEC
a196332ee4aa8a82,S-DEC
a196332ee4aa8a82,U-DEC
a196332ee4aa8a82,KO/TKO
a196332ee4aa8a82,U-DEC
a196332ee4aa8a82,KO/TKO
a196332ee4aa8a82,S-DEC
e18012194473e8b0,KO/TKO
e18012194473e8b0,U-DEC
e18012194473e8b0,KO/TKO
e18012194473e8b0,KO/TKO
e18012194473e8b0,SUB
e18012194473e8b0,SUB
e18012194473e8b0,U-DEC
e18012194473e8b0,U-DEC
e18012194473e8b0,U-DEC
e18012194473e8b0,SUB
e18012194473e8b0,U-DEC
e18012194473e8b0,KO/TKO
e18012194473e8b0,U-DEC
d6455cb4bee503ce,KO/TKO
d6455cb4bee503ce,KO/TKO
d6455cb4bee503ce,U-DEC
d6455cb4bee503ce,S-DEC
d6455cb4bee503ce,U-DEC
d6455cb4bee503ce,SUB
d6455cb4bee503ce,SUB
d6455cb4bee503ce,KO/TKO
d6455cb4bee503ce,SUB
d6455cb4bee503ce,U-DEC
d6455cb4bee503ce,SUB
d6455cb4bee503ce,M-DEC
2dc7f1762dc0a7ef,KO/TKO
2dc7f1762dc0a7ef,U-DEC
2dc7f1762dc0a7ef,SUB
2dc7f1762dc0a7ef,U-DEC
2dc7f1762dc0a7ef,SUB
2dc7f1762dc0a7ef,S-DEC
2dc7f1762dc0a7ef,S-DEC
2dc7f1762dc0a7ef,KO/TKO
2dc7f1762dc0a7ef,KO/TKO
2dc7f1762dc0a7ef,SUB
2b4faacc16d66898,SUB
2b4faacc16d66898,U-DEC
2b4faacc16d66898,KO/TKO
2b4faacc16d66898,U-DEC
2b4faacc16d66898,S-DEC
2b4faacc16d66898,U-DEC
2b4faacc16d66898,KO/TKO
2b4faacc16d66898,U-DEC
2b4faacc16d66898,M-DEC
2b4faacc16d66898,U-DEC
2b4faacc16d66898,U-DEC
cfbccfed4e4796fe,SUB
cfbccfed4e4796fe,SUB
cfbccfed4e4796fe,KO/TKO
cfbccfed4e4796fe,S-DEC
cfbccfed4e4796fe,KO/TKO
cfbccfed4e4796fe,S-DEC
cfbccfed4e4796fe,S-DEC
cfbccfed4e4796fe,KO/TKO
cfbccfed4e4796fe,KO/TKO
cfbccfed4e4796fe,U-DEC
5da4e8dc02e50ac0,M-DEC
5da4e8dc02e50ac0,KO/TKO
5da4e8dc02e50ac0,KO/TKO
5da4e8dc02e50ac0,KO/TKO
5da4e8dc02e50ac0,KO/TKO
5da4e8dc02e50ac0,KO/TKO
5da4e8dc02e50ac0,U-DEC
5da4e8dc02e50ac0,U-DEC
5da4e8dc02e50ac0,SUB
5da4e8dc02e50ac0,KO/TKO
5da4e8dc02e50ac0,KO/TKO
5da4e8dc02e50ac0,SUB
232c582f29f8f65e,S-DEC
232c582f29f8f65e,U-DEC
232c582f29f8f65e,SUB
232c582f29f8f65e,U-DEC
232c582f29f8f65e,U-DEC
232c582f29f8f65e,S-DEC
232c582f29f8f65e,U-DEC
232c582f29f8f65e,KO/TKO
232c582f29f8f65e,KO/TKO
232c582f29f8f65e,KO/TKO
232c582f29f8f65e,U-DEC
232c582f29f8f65e,U-DEC
72cbe507644a587c,KO/TKO
72cbe507644a587c,S-DEC
72cbe507644a587c,KO/TKO
72cbe507644a587c,U-DEC
72cbe507644a587c,S-DEC
72cbe507644a587c,KO/TKO
72cbe507644a587c,U-DEC
72cbe507644a587c,KO/TKO
72cbe507644a587c,SUB
72cbe507644a587c,M-DEC
72cbe507644a587c,KO/TKO
8a028648f3f0761d,U-DEC
8a028648f3f0761d,U-DEC
8a028648f3f0761d,KO/TKO
8a028648f3f0761d,SUB
8a028648f3f0761d,KO/TKO
8a028648f3f0761d,U-DEC
8a028648f3f0761d,U-DEC
8a028648f3f0761d,U-DEC
8a028648f3f0761d,U-DEC
8a028648f3f0761d,S-DEC
8a028648f3f0761d,SUB
5e7a28f20927d64a,KO/TKO
5e7a28f20927d64a,SUB
5e7a28f20927d64a,KO/TKO
5e7a28f20927d64a,M-DEC
5e7a28f20927d64a,SUB
5e7a28f20927d64a,KO/TKO
5e7a28f20927d64a,U-DEC
5e7a28f20927d64a,SUB
5e7a28f20927d64a,KO/TKO
5e7a28f20927d64a,U-DEC
5e7a28f20927d64a,SUB
5e7a28f20927d64a,KO/TKO
aa5b4eff51bdc7d1,SUB
aa5b4eff51bdc7d1,Overturned
aa5b4eff51bdc7d1,U-DEC
aa5b4eff51bdc7d1,U-DEC
aa5b4eff51bdc7d1,KO/TKO
aa5b4eff51bdc7d1,U-DEC
aa5b4eff51bdc7d1,U-DEC
aa5b4eff51bdc7d1,U-DEC
aa5b4eff51bdc7d1,U-DEC
aa5b4eff51bdc7d1,KO/TKO
aa5b4eff51bdc7d1,KO/TKO
aa5b4eff51bdc7d1,KO/TKO
cd42bbe8887bba90,U-DEC
cd42bbe8887bba90,U-DEC
cd42bbe8887bba90,SUB
cd42bbe8887bba90,U-DEC
cd42bbe8887bba90,KO/TKO
cd42bbe8887bba90,KO/TKO
cd42bbe8887bba90,U-DEC
cd42bbe8887bba90,S-DEC
cd42bbe8887bba90,M-DEC
cd42bbe8887bba90,U-DEC
cd42bbe8887bba90,KO/TKO
cd42bbe8887bba90,KO/TKO
45a2ba3ef82b9700,KO/TKO
45a2ba3ef82b9700,S-DEC
45a2ba3ef82b9700,U-DEC
45a2ba3ef82b9700,SUB
45a2ba3ef82b9700,KO/TKO
45a2ba3ef82b9700,S-DEC
45a2ba3ef82b9700,S-DEC
45a2ba3ef82b9700,SUB
45a2ba3ef82b9700,SUB
45a2ba3ef82b9700,SUB
45a2ba3ef82b9700,SUB
45a2ba3ef82b9700,SUB
563d051c9e769b24,U-DEC
563d051c9e769b24,KO/TKO
563d051c9e769b24,U-DEC
563d051c9e769b24,SUB
563d051c9e769b24,KO/TKO
563d051c9e769b24,S-DEC
563d051c9e769b24,SUB
563d051c9e769b24,KO/TKO
563d051c9e769b24,SUB
563d051c9e769b24,U-DEC
563d051c9e769b24,U-DEC
563d051c9e769b24,SUB
563d051c9e769b24,U-DEC
ff4c3ab594c7fac3,KO/TKO
ff4c3ab594c7fac3,U-DEC
ff4c3ab594c7fac3,U-DEC
ff4c3ab594c7fac3,KO/TKO
ff4c3ab594c7fac3,KO/TKO
ff4c3ab594c7fac3,KO/TKO
ff4c3ab594c7fac3,KO/TKO
ff4c3ab594c7fac3,KO/TKO
ff4c3ab594c7fac3,U-DEC
ff4c3ab594c7fac3,S-DEC
ff4c3ab594c7fac3,KO/TKO
ff4c3ab594c7fac3,S-DEC
ff4c3ab594c7fac3,KO/TKO
990060b2a68a7b82,KO/TKO
990060b2a68a7b82,U-DEC
990060b2a68a7b82,U-DEC
990060b2a68a7b82,U-DEC
990060b2a68a7b82,S-DEC
990060b2a68a7b82,U-DEC
990060b2a68a7b82,U-DEC
990060b2a68a7b82,U-DEC
990060b2a68a7b82,KO/TKO
990060b2a68a7b82,SUB
990060b2a68a7b82,S-DEC
990060b2a68a7b82,KO/TKO
a4bf17bd3ba3423b,KO/TKO
a4bf17bd3ba3423b,KO/TKO
a4bf17bd3ba3423b,KO/TKO
a4bf17bd3ba3423b,S-DEC
a4bf17bd3ba3423b,U-DEC
a4bf17bd3ba3423b,SUB
a4bf17bd3ba3423b,KO/TKO
a4bf17bd3ba3423b,U-DEC
a4bf17bd3ba3423b,U-DEC
a4bf17bd3ba3423b,KO/TKO
a4bf17bd3ba3423b,S-DEC
a4bf17bd3ba3423b,S-DEC
a314687f372b2cec,KO/TKO
a314687f372b2cec,KO/TKO
a314687f372b2cec,SUB
a314687f372b2cec,KO/TKO
a314687f372b2cec,SUB
a314687f372b2cec,U-DEC
a314687f372b2cec,U-DEC
a314687f372b2cec,KO/TKO
a314687f372b2cec,S-DEC
a314687f372b2cec,KO/TKO
a314687f372b2cec,U-DEC
a314687f372b2cec,U-DEC
a314687f372b2cec,SUB
3d481aa374c954a1,U-DEC
3d481aa374c954a1,KO/TKO
3d481aa374c954a1,U-DEC
3d481aa374c954a1,U-DEC
3d481aa374c954a1,KO/TKO
3d481aa374c954a1,U-DEC
3d481aa374c954a1,U-DEC
3d481aa374c954a1,U-DEC
3d481aa374c954a1,U-DEC
3d481aa374c954a1,KO/TKO
3d481aa374c954a1,SUB
3d481aa374c954a1,U-DEC
e7e970d508529bf3,KO/TKO
e7e970d508529bf3,U-DEC
e7e970d508529bf3,KO/TKO
e7e970d508529bf3,U-DEC
e7e970d508529bf3,SUB
e7e970d508529bf3,S-DEC
e7e970d508529bf3,KO/TKO
e7e970d508529bf3,SUB
e7e970d508529bf3,KO/TKO
e7e970d508529bf3,U-DEC
e7e970d508529bf3,KO/TKO
4887e5bc4dbb73ff,U-DEC
4887e5bc4dbb73ff,KO/TKO
4887e5bc4dbb73ff,KO/TKO
4887e5bc4dbb73ff,U-DEC
4887e5bc4dbb73ff,U-DEC
4887e5bc4dbb73ff,U-DEC
4887e5bc4dbb73ff,U-DEC
4887e5bc4dbb73ff,KO/TKO
4887e5bc4dbb73ff,KO/TKO
4887e5bc4dbb73ff,SUB
4887e5bc4dbb73ff,S-DEC
4887e5bc4dbb73ff,KO/TKO
4887e5bc4dbb73ff,U-DEC
e60201cfab7d656d,KO/TKO
e60201cfab7d656d,KO/TKO
e60201cfab7d656d,SUB
e60201cfab7d656d,KO/TKO
e60201cfab7d656d,KO/TKO
e60201cfab7d656d,U-DEC
e60201cfab7d656d,KO/TKO
e60201cfab7d656d,SUB
e60201cfab7d656d,U-DEC
e60201cfab7d656d,U-DEC
e60201cfab7d656d,S-DEC
e60201cfab7d656d,U-DEC
db1f2ed63b54b9a7,SUB
db1f2ed63b54b9a7,SUB
db1f2ed63b54b9a7,U-DEC
db1f2ed63b54b9a7,U-DEC
db1f2ed63b54b9a7,U-DEC
db1f2ed63b54b9a7,SUB
db1f2ed63b54b9a7,KO/TKO
db1f2ed63b54b9a7,KO/TKO
db1f2ed63b54b9a7,U-DEC
db1f2ed63b54b9a7,U-DEC
db1f2ed63b54b9a7,KO/TKO
db1f2ed63b54b9a7,KO/TKO
39c568f8c579913e,U-DEC
39c568f8c579913e,U-DEC
39c568f8c579913e,U-DEC
39c568f8c579913e,S-DEC
39c568f8c579913e,U-DEC
39c568f8c579913e,U-DEC
39c568f8c579913e,KO/TKO
39c568f8c579913e,U-DEC
39c568f8c579913e,U-DEC
39c568f8c579913e,U-DEC
39c568f8c579913e,M-DEC
39c568f8c579913e,SUB
39c568f8c579913e,KO/TKO
d56bb6dff2ae77eb,SUB
d56bb6dff2ae77eb,KO/TKO
d56bb6dff2ae77eb,KO/TKO
d56bb6dff2ae77eb,U-DEC
d56bb6dff2ae77eb,KO/TKO
d56bb6dff2ae77eb,U-DEC
d56bb6dff2ae77eb,KO/TKO
d56bb6dff2ae77eb,KO/TKO
d56bb6dff2ae77eb,U-DEC
d56bb6dff2ae77eb,U-DEC
d56bb6dff2ae77eb,S-DEC
d56bb6dff2ae77eb,KO/TKO
d56bb6dff2ae77eb,U-DEC
de99da2c0d18d34a,KO/TKO
de99da2c0d18d34a,U-DEC
de99da2c0d18d34a,U-DEC
de99da2c0d18d34a,U-DEC
de99da2c0d18d34a,SUB
de99da2c0d18d34a,KO/TKO
de99da2c0d18d34a,U-DEC
de99da2c0d18d34a,KO/TKO
de99da2c0d18d34a,U-DEC
de99da2c0d18d34a,KO/TKO
de99da2c0d18d34a,SUB
de99da2c0d18d34a,U-DEC
b3fb8d2293e17a59,KO/TKO
b3fb8d2293e17a59,SUB
b3fb8d2293e17a59,U-DEC
b3fb8d2293e17a59,SUB
b3fb8d2293e17a59,U-DEC
b3fb8d2293e17a59,U-DEC
b3fb8d2293e17a59,KO/TKO
b3fb8d2293e17a59,U-DEC
b3fb8d2293e17a59,KO/TKO
b3fb8d2293e17a59,U-DEC
b3fb8d2293e17a59,U-DEC
b3fb8d2293e17a59,M-DEC
b3fb8d2293e17a59,SUB
c6becb722706c7d8,S-DEC
c6becb722706c7d8,S-DEC
c6becb722706c7d8,KO/TKO
c6becb722706c7d8,U-DEC
c6becb722706c7d8,KO/TKO
c6becb722706c7d8,KO/TKO
c6becb722706c7d8,SUB
c6becb722706c7d8,SUB
c6becb722706c7d8,SUB
c6becb722706c7d8,KO/TKO
c6becb722706c7d8,U-DEC
c6becb722706c7d8,KO/TKO
c6becb722706c7d8,U-DEC
380e8b023290d091,S-DEC
380e8b023290d091,KO/TKO
380e8b023290d091,S-DEC
380e8b023290d091,SUB
380e8b023290d091,SUB
380e8b023290d091,SUB
380e8b023290d091,S-DEC
380e8b023290d091,U-DEC
380e8b023290d091,U-DEC
380e8b023290d091,U-DEC
380e8b023290d091,S-DEC
380e8b023290d091,KO/TKO
80d918336163b80c,KO/TKO
80d918336163b80c,KO/TKO
80d918336163b80c,U-DEC
80d918336163b80c,U-DEC
80d918336163b80c,SUB
80d918336163b80c,KO/TKO
80d918336163b80c,S-DEC
80d918336163b80c,SUB
80d918336163b80c,S-DEC
80d918336163b80c,CNC
80d918336163b80c,U-DEC
80d918336163b80c,SUB
80d918336163b80c,KO/TKO
354808cf38d9d73c,KO/TKO
354808cf38d9d73c,KO/TKO
354808cf38d9d73c,S-DEC
354808cf38d9d73c,U-DEC
354808cf38d9d73c,U-DEC
354808cf38d9d73c,U-DEC
354808cf38d9d73c,U-DEC
354808cf38d9d73c,SUB
354808cf38d9d73c,KO/TKO
354808cf38d9d73c,KO/TKO
354808cf38d9d73c,S-DEC
354808cf38d9d73c,U-DEC
20fbff570c678e1c,KO/TKO
20fbff570c678e1c,U-DEC
20fbff570c678e1c,SUB
20fbff570c678e1c,U-DEC
20fbff570c678e1c,U-DEC
20fbff570c678e1c,S-DEC
20fbff570c678e1c,U-DEC
20fbff570c678e1c,U-DEC
20fbff570c678e1c,KO/TKO
20fbff570c678e1c,U-DEC
dd39f1ca787a3d9d,SUB
dd39f1ca787a3d9d,SUB
dd39f1ca787a3d9d,SUB
dd39f1ca787a3d9d,U-DEC
dd39f1ca787a3d9d,KO/TKO
dd39f1ca787a3d9d,KO/TKO
dd39f1ca787a3d9d,CNC
dd39f1ca787a3d9d,SUB
dd39f1ca787a3d9d,KO/TKO
dd39f1ca787a3d9d,SUB
dd39f1ca787a3d9d,S-DEC
dd39f1ca787a3d9d,SUB
4d636c3aa1105950,S-DEC
4d636c3aa1105950,KO/TKO
4d636c3aa1105950,S-DEC
4d636c3aa1105950,KO/TKO
4d636c3aa1105950,KO/TKO
4d636c3aa1105950,S-DEC
4d636c3aa1105950,S-DEC
4d636c3aa1105950,U-DEC
4d636c3aa1105950,KO/TKO
4d636c3aa1105950,S-DEC
4d636c3aa1105950,KO/TKO
243b07fc65ccbb16,S-DEC
243b07fc65ccbb16,U-DEC
243b07fc65ccbb16,S-DEC
243b07fc65ccbb16,S-DEC
243b07fc65ccbb16,U-DEC
243b07fc65ccbb16,U-DEC
243b07fc65ccbb16,U-DEC
243b07fc65ccbb16,U-DEC
243b07fc65ccbb16,KO/TKO
243b07fc65ccbb16,KO/TKO
243b07fc65ccbb16,KO/TKO
243b07fc65ccbb16,KO/TKO
243b07fc65ccbb16,S-DEC
8d04923f2db59b7f,KO/TKO
8d04923f2db59b7f,U-DEC
8d04923f2db59b7f,KO/TKO
8d04923f2db59b7f,U-DEC
8d04923f2db59b7f,U-DEC
8d04923f2db59b7f,KO/TKO
8d04923f2db59b7f,KO/TKO
8d04923f2db59b7f,KO/TKO
8d04923f2db59b7f,U-DEC
8d04923f2db59b7f,U-DEC
8d04923f2db59b7f,U-DEC
8d04923f2db59b7f,KO/TKO
8d04923f2db59b7f,SUB
5345f86680378fc1,KO/TKO
5345f86680378fc1,KO/TKO
5345f86680378fc1,KO/TKO
5345f86680378fc1,KO/TKO
5345f86680378fc1,U-DEC
5345f86680378fc1,U-DEC
5345f86680378fc1,DQ
5345f86680378fc1,U-DEC
5345f86680378fc1,SUB
5345f86680378fc1,SUB
5345f86680378fc1,U-DEC
5345f86680378fc1,S-DEC
5345f86680378fc1,SUB
f3155a94ca420126,SUB
f3155a94ca420126,U-DEC
f3155a94ca420126,M-DEC
f3155a94ca420126,SUB
f3155a94ca420126,U-DEC
f3155a94ca420126,U-DEC
f3155a94ca420126,S-DEC
f3155a94ca420126,KO/TKO
f3155a94ca420126,U-DEC
f3155a94ca420126,KO/TKO
119ebea97e914dcf,S-DEC
119ebea97e914dcf,U-DEC
119ebea97e914dcf,U-DEC
119ebea97e914dcf,U-DEC
119ebea97e914dcf,U-DEC
119ebea97e914dcf,U-DEC
119ebea97e914dcf,KO/TKO
119ebea97e914dcf,KO/TKO
119ebea97e914dcf,SUB
119ebea97e914dcf,KO/TKO
119ebea97e914dcf,U-DEC
119ebea97e914dcf,KO/TKO
a4dd5c9a75763295,U-DEC
a4dd5c9a75763295,KO/TKO
a4dd5c9a75763295,U-DEC
a4dd5c9a75763295,U-DEC
a4dd5c9a75763295,KO/TKO
a4dd5c9a75763295,S-DEC
a4dd5c9a75763295,SUB
a4dd5c9a75763295,U-DEC
a4dd5c9a75763295,U-DEC
a4dd5c9a75763295,KO/TKO
82f5c81f4e3c3eb5,U-DEC
82f5c81f4e3c3eb5,U-DEC
82f5c81f4e3c3eb5,KO/TKO
82f5c81f4e3c3eb5,U-DEC
82f5c81f4e3c3eb5,SUB
82f5c81f4e3c3eb5,S-DEC
82f5c81f4e3c3eb5,SUB
82f5c81f4e3c3eb5,SUB
82f5c81f4e3c3eb5,S-DEC
82f5c81f4e3c3eb5,DQ
82f5c81f4e3c3eb5,S-DEC
2ce6541127b0e232,KO/TKO
2ce6541127b0e232,U-DEC
2ce6541127b0e232,KO/TKO
2ce6541127b0e232,KO/TKO
2ce6541127b0e232,U-DEC
2ce6541127b0e232,U-DEC
2ce6541127b0e232,KO/TKO
2ce6541127b0e232,SUB
2ce6541127b0e232,SUB
2ce6541127b0e232,S-DEC
2ce6541127b0e232,U-DEC
2ce6541127b0e232,KO/TKO
b71667c778b6d9e5,SUB
b71667c778b6d9e5,S-DEC
b71667c778b6d9e5,KO/TKO
b71667c778b6d9e5,U-DEC
b71667c778b6d9e5,SUB
b71667c778b6d9e5,U-DEC
b71667c778b6d9e5,KO/TKO
b71667c778b6d9e5,U-DEC
b71667c778b6d9e5,KO/TKO
b71667c778b6d9e5,S-DEC
b71667c778b6d9e5,KO/TKO
b71667c778b6d9e5,SUB
b71667c778b6d9e5,SUB
a9c45a8b21eabadc,KO/TKO
a9c45a8b21eabadc,U-DEC
a9c45a8b21eabadc,SUB
a9c45a8b21eabadc,U-DEC
a9c45a8b21eabadc,U-DEC
a9c45a8b21eabadc,KO/TKO
a9c45a8b21eabadc,U-DEC
a9c45a8b21eabadc,SUB
a9c45a8b21eabadc,KO/TKO
a9c45a8b21eabadc,SUB
a9c45a8b21eabadc,U-DEC
a9c45a8b21eabadc,KO/TKO
a9c45a8b21eabadc,U-DEC
0c3838c8f7c620c2,KO/TKO
0c3838c8f7c620c2,U-DEC
0c3838c8f7c620c2,U-DEC
0c3838c8f7c620c2,KO/TKO
0c3838c8f7c620c2,KO/TKO
0c3838c8f7c620c2,S-DEC
0c3838c8f7c620c2,S-DEC
0c3838c8f7c620c2,U-DEC
0c3838c8f7c620c2,SUB
0c3838c8f7c620c2,S-DEC
0c3838c8f7c620c2,U-DEC
0c3838c8f7c620c2,KO/TKO
ef7fa30364cbe7f2,S-DEC
ef7fa30364cbe7f2,U-DEC
ef7fa30364cbe7f2,SUB
ef7fa30364cbe7f2,U-DEC
ef7fa30364cbe7f2,U-DEC
ef7fa30364cbe7f2,KO/TKO
ef7fa30364cbe7f2,U-DEC
ef7fa30364cbe7f2,KO/TKO
ef7fa30364cbe7f2,U-DEC
ef7fa30364cbe7f2,KO/TKO
ef7fa30364cbe7f2,KO/TKO
ef7fa30364cbe7f2,KO/TKO
36877f0e62b25b96,KO/TKO
36877f0e62b25b96,U-DEC
36877f0e62b25b96,U-DEC
36877f0e62b25b96,U-DEC
36877f0e62b25b96,SUB
36877f0e62b25b96,U-DEC
36877f0e62b25b96,U-DEC
36877f0e62b25b96,U-DEC
36877f0e62b25b96,S-DEC
36877f0e62b25b96,U-DEC
36877f0e62b25b96,U-DEC
36877f0e62b25b96,KO/TKO
a890f9a791ed615d,KO/TKO
a890f9a791ed615d,SUB
a890f9a791ed615d,U-DEC
a890f9a791ed615d,KO/TKO
a890f9a791ed615d,SUB
a890f9a791ed615d,KO/TKO
a890f9a791ed615d,SUB
a890f9a791ed615d,U-DEC
a890f9a791ed615d,U-DEC
a890f9a791ed615d,U-DEC
a890f9a791ed615d,KO/TKO
3be081c29bf734d9,KO/TKO
3be081c29bf734d9,KO/TKO
3be081c29bf734d9,KO/TKO
3be081c29bf734d9,SUB
