event_id,method
3be081c29bf734d9,KO/TKO
3be081c29bf734d9,SUB
3be081c29bf734d9,U-DEC
3be081c29bf734d9,S-DEC
3be081c29bf734d9,U-DEC
3be081c29bf734d9,U-DEC
3be081c29bf734d9,U-DEC
86e388ed20761ad9,KO/TKO
86e388ed20761ad9,KO/TKO
86e388ed20761ad9,SUB
86e388ed20761ad9,KO/TKO
86e388ed20761ad9,S-DEC
86e388ed20761ad9,U-DEC
86e388ed20761ad9,U-DEC
86e388ed20761ad9,KO/TKO
86e388ed20761ad9,U-DEC
194fc025f9355db6,KO/TKO
194fc025f9355db6,U-DEC
194fc025f9355db6,SUB
194fc025f9355db6,U-DEC
194fc025f9355db6,SUB
194fc025f9355db6,KO/TKO
194fc025f9355db6,SUB
194fc025f9355db6,M-DEC
194fc025f9355db6,KO/TKO
194fc025f9355db6,KO/TKO
194fc025f9355db6,KO/TKO
a58114c6dd0add64,SUB
a58114c6dd0add64,S-DEC
a58114c6dd0add64,KO/TKO
a58114c6dd0add64,S-DEC
a58114c6dd0add64,U-DEC
a58114c6dd0add64,U-DEC
a58114c6dd0add64,SUB
a58114c6dd0add64,SUB
a58114c6dd0add64,U-DEC
a58114c6dd0add64,U-DEC
a58114c6dd0add64,U-DEC
06dc1a58663579d2,KO/TKO
06dc1a58663579d2,SUB
06dc1a58663579d2,KO/TKO
06dc1a58663579d2,KO/TKO
06dc1a58663579d2,KO/TKO
06dc1a58663579d2,KO/TKO
06dc1a58663579d2,KO/TKO
06dc1a58663579d2,KO/TKO
06dc1a58663579d2,U-DEC
06dc1a58663579d2,SUB
06dc1a58663579d2,S-DEC
06dc1a58663579d2,SUB
aae0897825336b1a,KO/TKO
aae0897825336b1a,SUB
aae0897825336b1a,SUB
aae0897825336b1a,U-DEC
aae0897825336b1a,U-DEC
aae0897825336b1a,KO/TKO
aae0897825336b1a,Overturned
aae0897825336b1a,U-DEC
aae0897825336b1a,S-DEC
aae0897825336b1a,KO/TKO
aae0897825336b1a,U-DEC
aae0897825336b1a,KO/TKO
4f7e290e71d60f87,SUB
4f7e290e71d60f87,KO/TKO
4f7e290e71d60f87,KO/TKO
4f7e290e71d60f87,KO/TKO
4f7e290e71d60f87,U-DEC
4f7e290e71d60f87,U-DEC
4f7e290e71d60f87,SUB
4f7e290e71d60f87,S-DEC
4f7e290e71d60f87,U-DEC
4f7e290e71d60f87,SUB
4f7e290e71d60f87,U-DEC
b1605ea39fba6af6,U-DEC
b1605ea39fba6af6,U-DEC
b1605ea39fba6af6,U-DEC
b1605ea39fba6af6,KO/TKO
b1605ea39fba6af6,S-DEC
b1605ea39fba6af6,S-DEC
b1605ea39fba6af6,SUB
b1605ea39fba6af6,U-DEC
b1605ea39fba6af6,KO/TKO
b1605ea39fba6af6,KO/TKO
b1605ea39fba6af6,SUB
b1605ea39fba6af6,S-DEC
8a1b4330c7957961,KO/TKO
8a1b4330c7957961,KO/TKO
8a1b4330c7957961,KO/TKO
8a1b4330c7957961,SUB
8a1b4330c7957961,KO/TKO
8a1b4330c7957961,S-DEC
8a1b4330c7957961,KO/TKO
8a1b4330c7957961,SUB
8a1b4330c7957961,SUB
8a1b4330c7957961,SUB
8a1b4330c7957961,U-DEC
8a1b4330c7957961,KO/TKO
997b4f52f76a0b53,SUB
997b4f52f76a0b53,U-DEC
997b4f52f76a0b53,U-DEC
997b4f52f76a0b53,KO/TKO
997b4f52f76a0b53,KO/TKO
997b4f52f76a0b53,U-DEC
997b4f52f76a0b53,SUB
997b4f52f76a0b53,U-DEC
997b4f52f76a0b53,SUB
997b4f52f76a0b53,U-DEC
997b4f52f76a0b53,U-DEC
997b4f52f76a0b53,U-DEC
bc7cf284c1c2f16e,SUB
bc7cf284c1c2f16e,SUB
bc7cf284c1c2f16e,SUB
bc7cf284c1c2f16e,U-DEC
bc7cf284c1c2f16e,U-DEC
bc7cf284c1c2f16e,KO/TKO
bc7cf284c1c2f16e,KO/TKO
bc7cf284c1c2f16e,SUB
bc7cf284c1c2f16e,SUB
bc7cf284c1c2f16e,KO/TKO
bc7cf284c1c2f16e,S-DEC
5de61b03868035ff,KO/TKO
5de61b03868035ff,U-DEC
5de61b03868035ff,U-DEC
5de61b03868035ff,SUB
5de61b03868035ff,KO/TKO
5de61b03868035ff,U-DEC
5de61b03868035ff,U-DEC
5de61b03868035ff,U-DEC
5de61b03868035ff,U-DEC
5de61b03868035ff,SUB
5de61b03868035ff,KO/TKO
5de61b03868035ff,U-DEC
16d09e800ad7ec79,KO/TKO
16d09e800ad7ec79,S-DEC
16d09e800ad7ec79,U-DEC
16d09e800ad7ec79,KO/TKO
16d09e800ad7ec79,U-DEC
16d09e800ad7ec79,KO/TKO
16d09e800ad7ec79,U-DEC
16d09e800ad7ec79,U-DEC
16d09e800ad7ec79,KO/TKO
16d09e800ad7ec79,U-DEC
fa534853eb195270,U-DEC
fa534853eb195270,SUB
fa534853eb195270,SUB
fa534853eb195270,KO/TKO
fa534853eb195270,SUB
fa534853eb195270,SUB
fa534853eb195270,U-DEC
fa534853eb195270,KO/TKO
fa534853eb195270,Overturned
fa534853eb195270,U-DEC
fa534853eb195270,SUB
fa534853eb195270,KO/TKO
f54200f1dfb9b5d4,U-DEC
f54200f1dfb9b5d4,KO/TKO
f54200f1dfb9b5d4,U-DEC
f54200f1dfb9b5d4,U-DEC
f54200f1dfb9b5d4,U-DEC
f54200f1dfb9b5d4,KO/TKO
f54200f1dfb9b5d4,KO/TKO
f54200f1dfb9b5d4,SUB
f54200f1dfb9b5d4,KO/TKO
f54200f1dfb9b5d4,KO/TKO
f54200f1dfb9b5d4,KO/TKO
f54200f1dfb9b5d4,KO/TKO
ad4e9055bf8cd04d,SUB
ad4e9055bf8cd04d,S-DEC
ad4e9055bf8cd04d,SUB
ad4e9055bf8cd04d,KO/TKO
ad4e9055bf8cd04d,SUB
ad4e9055bf8cd04d,SUB
ad4e9055bf8cd04d,CNC
ad4e9055bf8cd04d,KO/TKO
ad4e9055bf8cd04d,KO/TKO
ad4e9055bf8cd04d,S-DEC
ad4e9055bf8cd04d,S-DEC
0577808d22dfe79c,KO/TKO
0577808d22dfe79c,U-DEC
0577808d22dfe79c,KO/TKO
0577808d22dfe79c,S-DEC
0577808d22dfe79c,U-DEC
0577808d22dfe79c,U-DEC
0577808d22dfe79c,SUB
0577808d22dfe79c,KO/TKO
0577808d22dfe79c,KO/TKO
0577808d22dfe79c,U-DEC
0577808d22dfe79c,U-DEC
f9c7fe2682af3802,SUB
f9c7fe2682af3802,U-DEC
f9c7fe2682af3802,SUB
f9c7fe2682af3802,U-DEC
f9c7fe2682af3802,U-DEC
f9c7fe2682af3802,SUB
f9c7fe2682af3802,U-DEC
f9c7fe2682af3802,KO/TKO
f9c7fe2682af3802,U-DEC
f9c7fe2682af3802,SUB
43563a32c3f10e95,Overturned
43563a32c3f10e95,S-DEC
43563a32c3f10e95,KO/TKO
43563a32c3f10e95,SUB
43563a32c3f10e95,KO/TKO
43563a32c3f10e95,M-DEC
43563a32c3f10e95,KO/TKO
43563a32c3f10e95,U-DEC
43563a32c3f10e95,U-DEC
43563a32c3f10e95,S-DEC
43563a32c3f10e95,KO/TKO
706404da0775dcbc,KO/TKO
706404da0775dcbc,KO/TKO
706404da0775dcbc,S-DEC
706404da0775dcbc,KO/TKO
706404da0775dcbc,U-DEC
706404da0775dcbc,KO/TKO
706404da0775dcbc,KO/TKO
706404da0775dcbc,SUB
706404da0775dcbc,KO/TKO
706404da0775dcbc,U-DEC
706404da0775dcbc,U-DEC
706404da0775dcbc,U-DEC
f9aa6376ae16bfb4,KO/TKO
f9aa6376ae16bfb4,U-DEC
f9aa6376ae16bfb4,KO/TKO
f9aa6376ae16bfb4,S-DEC
f9aa6376ae16bfb4,U-DEC
f9aa6376ae16bfb4,KO/TKO
f9aa6376ae16bfb4,U-DEC
f9aa6376ae16bfb4,U-DEC
f9aa6376ae16bfb4,KO/TKO
f9aa6376ae16bfb4,SUB
f9aa6376ae16bfb4,KO/TKO
f9aa6376ae16bfb4,S-DEC
a72d260b436924c4,U-DEC
a72d260b436924c4,U-DEC
a72d260b436924c4,U-DEC
a72d260b436924c4,U-DEC
a72d260b436924c4,Overturned
a72d260b436924c4,KO/TKO
a72d260b436924c4,KO/TKO
a72d260b436924c4,KO/TKO
a72d260b436924c4,U-DEC
a72d260b436924c4,U-DEC
a72d260b436924c4,U-DEC
4e5bbc4566049cbf,KO/TKO
4e5bbc4566049cbf,SUB
4e5bbc4566049cbf,U-DEC
4e5bbc4566049cbf,KO/TKO
4e5bbc4566049cbf,SUB
4e5bbc4566049cbf,KO/TKO
4e5bbc4566049cbf,KO/TKO
4e5bbc4566049cbf,SUB
4e5bbc4566049cbf,U-DEC
4e5bbc4566049cbf,SUB
4e5bbc4566049cbf,S-DEC
4e5bbc4566049cbf,KO/TKO
d4a12dfa4067742f,U-DEC
d4a12dfa4067742f,U-DEC
d4a12dfa4067742f,KO/TKO
d4a12dfa4067742f,KO/TKO
d4a12dfa4067742f,S-DEC
d4a12dfa4067742f,SUB
d4a12dfa4067742f,SUB
d4a12dfa4067742f,SUB
d4a12dfa4067742f,KO/TKO
d4a12dfa4067742f,U-DEC
d4a12dfa4067742f,U-DEC
d4a12dfa4067742f,SUB
222d6b547de2e035,SUB
222d6b547de2e035,U-DEC
222d6b547de2e035,CNC
222d6b547de2e035,SUB
222d6b547de2e035,S-DEC
222d6b547de2e035,SUB
222d6b547de2e035,U-DEC
222d6b547de2e035,U-DEC
222d6b547de2e035,U-DEC
222d6b547de2e035,SUB
222d6b547de2e035,U-DEC
dfdd0c5dd0d4bc23,S-DEC
dfdd0c5dd0d4bc23,SUB
dfdd0c5dd0d4bc23,KO/TKO
dfdd0c5dd0d4bc23,KO/TKO
dfdd0c5dd0d4bc23,SUB
dfdd0c5dd0d4bc23,SUB
dfdd0c5dd0d4bc23,Other - Choke
dfdd0c5dd0d4bc23,KO/TKO
dfdd0c5dd0d4bc23,U-DEC
dfdd0c5dd0d4bc23,SUB
dfdd0c5dd0d4bc23,Other - Choke
dfdd0c5dd0d4bc23,U-DEC
dfdd0c5dd0d4bc23,U-DEC
155a02a8b4311057,SUB
155a02a8b4311057,U-DEC
155a02a8b4311057,S-DEC
155a02a8b4311057,KO/TKO
155a02a8b4311057,U-DEC
155a02a8b4311057,U-DEC
155a02a8b4311057,U-DEC
155a02a8b4311057,S-DEC
155a02a8b4311057,U-DEC
155a02a8b4311057,SUB
155a02a8b4311057,KO/TKO
155a02a8b4311057,KO/TKO
59851163aaf1aed8,KO/TKO
59851163aaf1aed8,SUB
59851163aaf1aed8,SUB
59851163aaf1aed8,KO/TKO
59851163aaf1aed8,SUB
59851163aaf1aed8,U-DEC
59851163aaf1aed8,U-DEC
59851163aaf1aed8,KO/TKO
59851163aaf1aed8,SUB
59851163aaf1aed8,SUB
59851163aaf1aed8,U-DEC
6ca68b636fbc1f18,KO/TKO
6ca68b636fbc1f18,U-DEC
6ca68b636fbc1f18,S-DEC
6ca68b636fbc1f18,U-DEC
6ca68b636fbc1f18,U-DEC
6ca68b636fbc1f18,U-DEC
6ca68b636fbc1f18,KO/TKO
6ca68b636fbc1f18,SUB
6ca68b636fbc1f18,U-DEC
6ca68b636fbc1f18,SUB
371a1c91b24dec2b,SUB
371a1c91b24dec2b,KO/TKO
371a1c91b24dec2b,KO/TKO
371a1c91b24dec2b,KO/TKO
371a1c91b24dec2b,SUB
371a1c91b24dec2b,SUB
371a1c91b24dec2b,KO/TKO
371a1c91b24dec2b,KO/TKO
371a1c91b24dec2b,KO/TKO
371a1c91b24dec2b,SUB
371a1c91b24dec2b,KO/TKO
53f02bbc41d99432,U-DEC
53f02bbc41d99432,U-DEC
53f02bbc41d99432,KO/TKO
53f02bbc41d99432,S-DEC
53f02bbc41d99432,U-DEC
53f02bbc41d99432,KO/TKO
53f02bbc41d99432,SUB
53f02bbc41d99432,SUB
53f02bbc41d99432,U-DEC
53f02bbc41d99432,SUB
53f02bbc41d99432,SUB
0313bf497de9c470,KO/TKO
0313bf497de9c470,U-DEC
0313bf497de9c470,U-DEC
0313bf497de9c470,U-DEC
0313bf497de9c470,S-DEC
0313bf497de9c470,SUB
0313bf497de9c470,U-DEC
0313bf497de9c470,SUB
0313bf497de9c470,Other - Choke
0313bf497de9c470,S-DEC
0313bf497de9c470,U-DEC
0313bf497de9c470,KO/TKO
0313bf497de9c470,Overturned
8dc4f34c1f50d00d,S-DEC
8dc4f34c1f50d00d,KO/TKO
8dc4f34c1f50d00d,KO/TKO
8dc4f34c1f50d00d,KO/TKO
8dc4f34c1f50d00d,U-DEC
8dc4f34c1f50d00d,U-DEC
8dc4f34c1f50d00d,U-DEC
8dc4f34c1f50d00d,S-DEC
8dc4f34c1f50d00d,U-DEC
8dc4f34c1f50d00d,KO/TKO
8dc4f34c1f50d00d,KO/TKO
3bb030257966b022,SUB
3bb030257966b022,U-DEC
3bb030257966b022,KO/TKO
3bb030257966b022,KO/TKO
3bb030257966b022,KO/TKO
3bb030257966b022,KO/TKO
3bb030257966b022,U-DEC
3bb030257966b022,U-DEC
3bb030257966b022,S-DEC
3bb030257966b022,U-DEC
3bb030257966b022,SUB
2dea80c069847321,KO/TKO
2dea80c069847321,KO/TKO
2dea80c069847321,U-DEC
2dea80c069847321,U-DEC
2dea80c069847321,S-DEC
2dea80c069847321,KO/TKO
2dea80c069847321,U-DEC
2dea80c069847321,SUB
2dea80c069847321,KO/TKO
2dea80c069847321,S-DEC
2dea80c069847321,SUB
2dea80c069847321,U-DEC
a71feb7ea7592a71,KO/TKO
a71feb7ea7592a71,S-DEC
a71feb7ea7592a71,U-DEC
a71feb7ea7592a71,KO/TKO
a71feb7ea7592a71,U-DEC
a71feb7ea7592a71,SUB
a71feb7ea7592a71,SUB
a71feb7ea7592a71,KO/TKO
a71feb7ea7592a71,U-DEC
a71feb7ea7592a71,U-DEC
a71feb7ea7592a71,SUB
9bcfb40dbcd50568,SUB
9bcfb40dbcd50568,KO/TKO
9bcfb40dbcd50568,KO/TKO
9bcfb40dbcd50568,KO/TKO
9bcfb40dbcd50568,SUB
9bcfb40dbcd50568,KO/TKO
9bcfb40dbcd50568,S-DEC
9bcfb40dbcd50568,U-DEC
9bcfb40dbcd50568,U-DEC
269d103c96a4c3a5,KO/TKO
269d103c96a4c3a5,S-DEC
269d103c96a4c3a5,KO/TKO
269d103c96a4c3a5,KO/TKO
269d103c96a4c3a5,SUB
269d103c96a4c3a5,Other - Choke
269d103c96a4c3a5,U-DEC
269d103c96a4c3a5,KO/TKO
269d103c96a4c3a5,SUB
063649e21bc9d6d5,KO/TKO
063649e21bc9d6d5,KO/TKO
063649e21bc9d6d5,KO/TKO
063649e21bc9d6d5,KO/TKO
063649e21bc9d6d5,U-DEC
063649e21bc9d6d5,SUB
063649e21bc9d6d5,U-DEC
063649e21bc9d6d5,SUB
063649e21bc9d6d5,U-DEC
063649e21bc9d6d5,SUB
063649e21bc9d6d5,U-DEC
770b9d4813c25902,KO/TKO
770b9d4813c25902,KO/TKO
770b9d4813c25902,U-DEC
770b9d4813c25902,U-DEC
770b9d4813c25902,U-DEC
770b9d4813c25902,KO/TKO
770b9d4813c25902,SUB
770b9d4813c25902,KO/TKO
770b9d4813c25902,S-DEC
770b9d4813c25902,S-DEC
fd7acf42bd6e7e95,U-DEC
fd7acf42bd6e7e95,KO/TKO
fd7acf42bd6e7e95,KO/TKO
fd7acf42bd6e7e95,KO/TKO
fd7acf42bd6e7e95,KO/TKO
fd7acf42bd6e7e95,SUB
fd7acf42bd6e7e95,U-DEC
fd7acf42bd6e7e95,S-DEC
fd7acf42bd6e7e95,U-DEC
fd7acf42bd6e7e95,U-DEC
05fbfe628658c538,U-DEC
05fbfe628658c538,KO/TKO
05fbfe628658c538,SUB
05fbfe628658c538,S-DEC
05fbfe628658c538,U-DEC
05fbfe628658c538,U-DEC
05fbfe628658c538,U-DEC
05fbfe628658c538,Overturned
05fbfe628658c538,U-DEC
05fbfe628658c538,U-DEC
05fbfe628658c538,U-DEC
05fbfe628658c538,U-DEC
073eee4e62f0d988,KO/TKO
073eee4e62f0d988,SUB
073eee4e62f0d988,U-DEC
073eee4e62f0d988,KO/TKO
073eee4e62f0d988,KO/TKO
073eee4e62f0d988,U-DEC
073eee4e62f0d988,SUB
073eee4e62f0d988,U-DEC
073eee4e62f0d988,KO/TKO
073eee4e62f0d988,SUB
79ded75550efc139,KO/TKO
79ded75550efc139,KO/TKO
79ded75550efc139,SUB
79ded75550efc139,KO/TKO
79ded75550efc139,KO/TKO
79ded75550efc139,KO/TKO
79ded75550efc139,U-DEC
79ded75550efc139,KO/TKO
79ded75550efc139,KO/TKO
79ded75550efc139,KO/TKO
79ded75550efc139,U-DEC
1c5879330d42255f,KO/TKO
1c5879330d42255f,KO/TKO
1c5879330d42255f,KO/TKO
1c5879330d42255f,KO/TKO
1c5879330d42255f,S-DEC
1c5879330d42255f,S-DEC
1c5879330d42255f,SUB
1c5879330d42255f,KO/TKO
1c5879330d42255f,U-DEC
1c5879330d42255f,U-DEC
1c5879330d42255f,Overturned
53adf5b845d91e4a,U-DEC
53adf5b845d91e4a,KO/TKO
53adf5b845d91e4a,U-DEC
53adf5b845d91e4a,S-DEC
53adf5b845d91e4a,SUB
53adf5b845d91e4a,U-DEC
53adf5b845d91e4a,S-DEC
53adf5b845d91e4a,KO/TKO
53adf5b845d91e4a,U-DEC
53adf5b845d91e4a,Overturned
c0ed7b208197e8de,U-DEC
c0ed7b208197e8de,U-DEC
c0ed7b208197e8de,U-DEC
c0ed7b208197e8de,U-DEC
c0ed7b208197e8de,S-DEC
c0ed7b208197e8de,S-DEC
c0ed7b208197e8de,SUB
c0ed7b208197e8de,KO/TKO
c0ed7b208197e8de,S-DEC
c0ed7b208197e8de,SUB
c0ed7b208197e8de,SUB
ac9521250dc1a14c,SUB
ac9521250dc1a14c,U-DEC
ac9521250dc1a14c,SUB
ac9521250dc1a14c,U-DEC
ac9521250dc1a14c,SUB
ac9521250dc1a14c,U-DEC
ac9521250dc1a14c,KO/TKO
ac9521250dc1a14c,KO/TKO
ac9521250dc1a14c,KO/TKO
ac9521250dc1a14c,S-DEC
5b5307450405abf0,U-DEC
5b5307450405abf0,U-DEC
5b5307450405abf0,U-DEC
5b5307450405abf0,S-DEC
5b5307450405abf0,KO/TKO
5b5307450405abf0,SUB
5b5307450405abf0,S-DEC
5b5307450405abf0,U-DEC
5b5307450405abf0,KO/TKO
5b5307450405abf0,U-DEC
5b5307450405abf0,KO/TKO
1fcfc3709fe58151,SUB
1fcfc3709fe58151,S-DEC
1fcfc3709fe58151,KO/TKO
1fcfc3709fe58151,KO/TKO
1fcfc3709fe58151,SUB
1fcfc3709fe58151,SUB
1fcfc3709fe58151,U-DEC
1fcfc3709fe58151,U-DEC
1fcfc3709fe58151,U-DEC
1fcfc3709fe58151,KO/TKO
1fcfc3709fe58151,KO/TKO
59aaf2730b84698a,KO/TKO
59aaf2730b84698a,U-DEC
59aaf2730b84698a,SUB
59aaf2730b84698a,U-DEC
59aaf2730b84698a,S-DEC
59aaf2730b84698a,U-DEC
59aaf2730b84698a,SUB
59aaf2730b84698a,U-DEC
59aaf2730b84698a,KO/TKO
59aaf2730b84698a,SUB
59aaf2730b84698a,KO/TKO
59aaf2730b84698a,KO/TKO
b757c73f443d4fca,SUB
b757c73f443d4fca,U-DEC
b757c73f443d4fca,S-DEC
b757c73f443d4fca,SUB
b757c73f443d4fca,U-DEC
b757c73f443d4fca,SUB
b757c73f443d4fca,KO/TKO
b757c73f443d4fca,U-DEC
b757c73f443d4fca,U-DEC
b757c73f443d4fca,U-DEC
9ca265dfe8323db3,KO/TKO
9ca265dfe8323db3,SUB
9ca265dfe8323db3,KO/TKO
9ca265dfe8323db3,U-DEC
9ca265dfe8323db3,KO/TKO
9ca265dfe8323db3,U-DEC
9ca265dfe8323db3,KO/TKO
9ca265dfe8323db3,U-DEC
9ca265dfe8323db3,SUB
9ca265dfe8323db3,U-DEC
9ca265dfe8323db3,U-DEC
9ca265dfe8323db3,S-DEC
579fcdfcabd23a7b,KO/TKO
579fcdfcabd23a7b,KO/TKO
579fcdfcabd23a7b,KO/TKO
579fcdfcabd23a7b,U-DEC
579fcdfcabd23a7b,KO/TKO
579fcdfcabd23a7b,S-DEC
579fcdfcabd23a7b,U-DEC
579fcdfcabd23a7b,U-DEC
579fcdfcabd23a7b,U-DEC
579fcdfcabd23a7b,KO/TKO
579fcdfcabd23a7b,U-DEC
579fcdfcabd23a7b,KO/TKO
579fcdfcabd23a7b,KO/TKO
4f2fcbefb668689d,U-DEC
4f2fcbefb668689d,U-DEC
4f2fcbefb668689d,SUB
4f2fcbefb668689d,SUB
4f2fcbefb668689d,SUB
4f2fcbefb668689d,SUB
4f2fcbefb668689d,U-DEC
4f2fcbefb668689d,U-DEC
4f2fcbefb668689d,KO/TKO
4f2fcbefb668689d,KO/TKO
a421465acbe59c77,U-DEC
a421465acbe59c77,U-DEC
a421465acbe59c77,SUB
a421465acbe59c77,U-DEC
a421465acbe59c77,U-DEC
a421465acbe59c77,U-DEC
a421465acbe59c77,U-DEC
a421465acbe59c77,KO/TKO
a421465acbe59c77,KO/TKO
a421465acbe59c77,S-DEC
a421465acbe59c77,S-DEC
a421465acbe59c77,M-DEC
a421465acbe59c77,KO/TKO
f9f07bb5a43535ed,U-DEC
f9f07bb5a43535ed,U-DEC
f9f07bb5a43535ed,KO/TKO
f9f07bb5a43535ed,S-DEC
f9f07bb5a43535ed,KO/TKO
f9f07bb5a43535ed,KO/TKO
f9f07bb5a43535ed,U-DEC
f9f07bb5a43535ed,KO/TKO
f9f07bb5a43535ed,U-DEC
f9f07bb5a43535ed,S-DEC
f9f07bb5a43535ed,U-DEC
f9f07bb5a43535ed,U-DEC
f9f07bb5a43535ed,U-DEC
d632d156c0549e07,KO/TKO
d632d156c0549e07,U-DEC
d632d156c0549e07,U-DEC
d632d156c0549e07,KO/TKO
d632d156c0549e07,U-DEC
d632d156c0549e07,KO/TKO
d632d156c0549e07,S-DEC
d632d156c0549e07,CNC
d5f820c11a121050,KO/TKO
d5f820c11a121050,KO/TKO
d5f820c11a121050,M-DEC
d5f820c11a121050,U-DEC
d5f820c11a121050,U-DEC
d5f820c11a121050,KO/TKO
d5f820c11a121050,KO/TKO
d5f820c11a121050,SUB
d5f820c11a121050,SUB
d5f820c11a121050,S-DEC
d5f820c11a121050,KO/TKO
179f1948dc234f1f,U-DEC
179f1948dc234f1f,KO/TKO
179f1948dc234f1f,U-DEC
179f1948dc234f1f,U-DEC
179f1948dc234f1f,SUB
179f1948dc234f1f,Other - Choke
179f1948dc234f1f,S-DEC
179f1948dc234f1f,S-DEC
179f1948dc234f1f,KO/TKO
179f1948dc234f1f,S-DEC
179f1948dc234f1f,U-DEC
179f1948dc234f1f,U-DEC
179f1948dc234f1f,SUB
179f1948dc234f1f,U-DEC
ebc1f40e00e0c481,KO/TKO
ebc1f40e00e0c481,U-DEC
ebc1f40e00e0c481,U-DEC
ebc1f40e00e0c481,SUB
ebc1f40e00e0c481,SUB
ebc1f40e00e0c481,KO/TKO
ebc1f40e00e0c481,U-DEC
ebc1f40e00e0c481,U-DEC
ebc1f40e00e0c481,Overturned
a26198ba5093147e,KO/TKO
a26198ba5093147e,S-DEC
a26198ba5093147e,KO/TKO
a26198ba5093147e,U-DEC
a26198ba5093147e,S-DEC
a26198ba5093147e,U-DEC
a26198ba5093147e,KO/TKO
a26198ba5093147e,U-DEC
3138fab619faf4d1,KO/TKO
3138fab619faf4d1,KO/TKO
3138fab619faf4d1,U-DEC
3138fab619faf4d1,KO/TKO
3138fab619faf4d1,KO/TKO
3138fab619faf4d1,S-DEC
3138fab619faf4d1,U-DEC
3138fab619faf4d1,U-DEC
3138fab619faf4d1,U-DEC
3138fab619faf4d1,KO/TKO
3138fab619faf4d1,S-DEC
51b0bb73a1da34bc,U-DEC
51b0bb73a1da34bc,U-DEC
51b0bb73a1da34bc,KO/TKO
51b0bb73a1da34bc,U-DEC
51b0bb73a1da34bc,SUB
51b0bb73a1da34bc,U-DEC
51b0bb73a1da34bc,U-DEC
51b0bb73a1da34bc,S-DEC
51b0bb73a1da34bc,S-DEC
51b0bb73a1da34bc,U-DEC
51b0bb73a1da34bc,S-DEC
51b0bb73a1da34bc,U-DEC
fc31f896cde2bc2e,KO/TKO
fc31f896cde2bc2e,U-DEC
fc31f896cde2bc2e,U-DEC
fc31f896cde2bc2e,U-DEC
fc31f896cde2bc2e,KO/TKO
fc31f896cde2bc2e,U-DEC
fc31f896cde2bc2e,U-DEC
fc31f896cde2bc2e,S-DEC
fc31f896cde2bc2e,U-DEC
fc31f896cde2bc2e,U-DEC
fc31f896cde2bc2e,U-DEC
fc31f896cde2bc2e,U-DEC
a8d521d913df4e31,S-DEC
a8d521d913df4e31,U-DEC
a8d521d913df4e31,KO/TKO
a8d521d913df4e31,U-DEC
a8d521d913df4e31,SUB
a8d521d913df4e31,KO/TKO
a8d521d913df4e31,Overturned
a8d521d913df4e31,U-DEC
a8d521d913df4e31,KO/TKO
a8d521d913df4e31,U-DEC
a8d521d913df4e31,KO/TKO
30a09e43f15f1d75,KO/TKO
30a09e43f15f1d75,U-DEC
30a09e43f15f1d75,U-DEC
30a09e43f15f1d75,KO/TKO
30a09e43f15f1d75,S-DEC
30a09e43f15f1d75,SUB
30a09e43f15f1d75,U-DEC
30a09e43f15f1d75,U-DEC
30a09e43f15f1d75,S-DEC
30a09e43f15f1d75,U-DEC
30a09e43f15f1d75,U-DEC
30a09e43f15f1d75,SUB
e5c9de15bb58b1c6,U-DEC
e5c9de15bb58b1c6,SUB
e5c9de15bb58b1c6,DQ
e5c9de15bb58b1c6,SUB
e5c9de15bb58b1c6,KO/TKO
e5c9de15bb58b1c6,U-DEC
e5c9de15bb58b1c6,U-DEC
e5c9de15bb58b1c6,U-DEC
e5c9de15bb58b1c6,SUB
e5c9de15bb58b1c6,SUB
83d0de122f2f9664,KO/TKO
83d0de122f2f9664,SUB
83d0de122f2f9664,KO/TKO
83d0de122f2f9664,SUB
83d0de122f2f9664,KO/TKO
83d0de122f2f9664,KO/TKO
83d0de122f2f9664,KO/TKO
83d0de122f2f9664,Overturned
83d0de122f2f9664,U-DEC
83d0de122f2f9664,U-DEC
83d0de122f2f9664,KO/TKO
480b702debcb5433,KO/TKO
480b702debcb5433,SUB
480b702debcb5433,U-DEC
480b702debcb5433,U-DEC
480b702debcb5433,U-DEC
480b702debcb5433,M-DEC
480b702debcb5433,U-DEC
480b702debcb5433,U-DEC
480b702debcb5433,U-DEC
480b702debcb5433,KO/TKO
480b702debcb5433,S-DEC
ee457ef1e1c326c1,M-DEC
ee457ef1e1c326c1,KO/TKO
ee457ef1e1c326c1,U-DEC
ee457ef1e1c326c1,KO/TKO
ee457ef1e1c326c1,KO/TKO
ee457ef1e1c326c1,S-DEC
ee457ef1e1c326c1,U-DEC
ee457ef1e1c326c1,U-DEC
ee457ef1e1c326c1,KO/TKO
ee457ef1e1c326c1,U-DEC
ee457ef1e1c326c1,KO/TKO
9a967e8e43dcef63,KO/TKO
9a967e8e43dcef63,KO/TKO
9a967e8e43dcef63,SUB
9a967e8e43dcef63,U-DEC
9a967e8e43dcef63,U-DEC
9a967e8e43dcef63,DQ
9a967e8e43dcef63,S-DEC
9a967e8e43dcef63,U-DEC
9a967e8e43dcef63,U-DEC
9a967e8e43dcef63,SUB
28f3c2258a1d8874,S-DEC
28f3c2258a1d8874,KO/TKO
28f3c2258a1d8874,S-DEC
28f3c2258a1d8874,KO/TKO
28f3c2258a1d8874,U-DEC
28f3c2258a1d8874,SUB
28f3c2258a1d8874,U-DEC
28f3c2258a1d8874,U-DEC
