id,name,id_opp,name_opp,event_id,event_name,elo,elo_opp,height_diff,reach_diff,ss_min_diff,str_acc_diff,str_a_min_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,wins_diff,losses_diff,momentum_diff,wl_diff_diff,outcome
bbfca6d5c27d9cd8,Edwin Figueroa,d0314416a7f26527,Michael McDonald,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,750,750,-2,-1,-0.12,-3,0.3,-6,-0.89,34,-15,-0.8,-5,1,-2,-6,L
28f3c2258a1d8874,John Hathaway,baed16f18348908e,Kris McCray,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,781.9893329,718.7363068,1,-1,0.71,-5,-0.77,8,-0.27,-12,22,0.9,7,-1,2,8,W
baed16f18348908e,Kris McCray,28f3c2258a1d8874,John Hathaway,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,718.7363068,781.9893329,-1,1,-0.71,5,0.77,-8,0.27,12,-22,-0.9,-7,1,-2,-8,L
51b1e2fd9872005b,Mackens Semerzier,7aa3d6964eff4877,Alex Caceres,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,750,750,-1,-1,-0.95,-4,0.7,-17,1.57,-25,-9,1.3,-7,-5,-2,-2,W
7aa3d6964eff4877,Alex Caceres,51b1e2fd9872005b,Mackens Semerzier,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,750,750,1,1,0.95,4,-0.7,17,-1.57,25,9,-1.3,7,5,2,2,L
353de740bb6c7e75,Mike Russow,7691a80e6ca3e55b,Jon Madsen,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,782.8135419,807.1415468,1,1,-0.91,6,1.72,-22,3.34,-28,-70,0.7,1,2,-1,-1,W
7691a80e6ca3e55b,Jon Madsen,353de740bb6c7e75,Mike Russow,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,807.1415468,782.8135419,-1,-1,0.91,-6,-1.72,22,-3.34,28,70,-0.7,-1,-2,1,1,L
c451d67c09c55418,Chan Sung Jung,917e53fa0adea0d3,Leonard Garcia,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,750,753.3557644,-3,3,1.35,15,-0.98,8,0.51,15,33,0.2,-2,-6,4,4,W
917e53fa0adea0d3,Leonard Garcia,c451d67c09c55418,Chan Sung Jung,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,753.3557644,750,3,-3,-1.35,-15,0.98,-8,-0.51,-15,-33,-0.2,2,6,-4,-4,L
2650e2f846a30f64,Amir Sadollah,322a56923b396b4d,DaMarques Johnson,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,779.301572,767.7768205,-3,-1,2.6,9,-0.2,9,-0.61,-28,41,-0.4,2,-1,1,3,W
322a56923b396b4d,DaMarques Johnson,2650e2f846a30f64,Amir Sadollah,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,767.7768205,779.301572,3,1,-2.6,-9,0.2,-9,0.61,28,-41,0.4,-2,1,-1,-3,L
365fee2da473b177,Anthony Johnson,473ce3aa581251a2,Dan Hardy,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,781.4693432,790.7258771,2,4,0.79,12,-1.61,9,1.7,22,42,0.2,7,2,-3,5,W
473ce3aa581251a2,Dan Hardy,365fee2da473b177,Anthony Johnson,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,790.7258771,781.4693432,-2,-4,-0.79,-12,1.61,-9,-1.7,-22,-42,-0.2,-7,-2,3,-5,L
902ab9197b83d0db,Phil Davis,73e09f837f3b5ecc,Rogerio Nogueira,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,810.4445473,769.3494606,0,4,0.46,0,-0.91,12,2.31,-6,9,-0.2,-10,-4,-2,-6,W
73e09f837f3b5ecc,Rogerio Nogueira,902ab9197b83d0db,Phil Davis,8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis,769.3494606,810.4445473,0,-4,-0.46,0,0.91,-12,-2.31,6,-9,0.2,10,4,2,6,L
8e5bfd4e82352340,Pablo Garza,b4eeac608fc82f88,Yves Jabouin,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,766,750,6,5,0.31,3,-0.23,-12,-1,-35,-67,1.2,-3,-3,1,0,W
b4eeac608fc82f88,Yves Jabouin,8e5bfd4e82352340,Pablo Garza,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,750,766,-6,-5,-0.31,-3,0.23,12,1,35,67,-1.2,3,3,-1,0,L
c21a036b4e012f1c,John Makdessi,d7b2c0b53883ee80,Kyle Watson,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,765.3250524,766,-4,-7,1.82,15,0.64,9,0,0,-13,0,8,5,3,3,W
d7b2c0b53883ee80,Kyle Watson,c21a036b4e012f1c,John Makdessi,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,766,765.3250524,4,7,-1.82,-15,-0.64,-9,0,0,13,0,-8,-5,-3,-3,L
2be6596a9db33bf5,Jason MacDonald,aae99701b21554e4,Ryan Jensen,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,735.8866631,711.6997977,2,4,-1.29,13,-0.29,-13,-0.12,-34,4,0.1,4,1,0,3,W
aae99701b21554e4,Ryan Jensen,2be6596a9db33bf5,Jason MacDonald,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,711.6997977,735.8866631,-2,-4,1.29,-13,0.29,13,0.12,34,-4,-0.1,-4,-1,0,-3,L
5755960ebd0b16f6,Ivan Menjivar,8a0be41c0380188d,Charlie Valencia,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,733.4476957,750,3,0,0.2,0,0.15,-12,-0.84,-25,-37,0.5,-1,2,-1,-3,W
8a0be41c0380188d,Charlie Valencia,5755960ebd0b16f6,Ivan Menjivar,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,750,733.4476957,-3,0,-0.2,0,-0.15,12,0.84,25,37,-0.5,1,-2,1,3,L
56116a79e4deed06,Claude Patrick,22edaf53ad59a967,Daniel Roberts,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,781.3242403,783.1963092,1,1,1.07,35,-1.38,23,-0.14,9,44,-0.8,0,-3,2,3,W
22edaf53ad59a967,Daniel Roberts,56116a79e4deed06,Claude Patrick,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,783.1963092,781.3242403,-1,-1,-1.07,-35,1.38,-23,0.14,-9,-44,0.8,0,3,-2,-3,L
d81ac739417d7f53,Jake Ellenberger,0d506315895efffc,Sean Pierson,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,784.6607632,768.6725269,-3,-5,-1.37,0,-0.9,-4,1.65,29,20,0,6,9,-7,-3,W
0d506315895efffc,Sean Pierson,d81ac739417d7f53,Jake Ellenberger,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,768.6725269,784.6607632,3,5,1.37,0,0.9,4,-1.65,-29,-20,0,-6,-9,7,3,L
cbd5d3cdd862e90e,Rory MacDonald,8355922d564b152c,Nate Diaz,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,749.4131345,803.5927044,0,0,-0.89,-2,-0.89,8,0.6,17,43,-1,-9,-6,-1,-3,W
8355922d564b152c,Nate Diaz,cbd5d3cdd862e90e,Rory MacDonald,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,803.5927044,749.4131345,0,0,0.89,2,0.89,-8,-0.6,-17,-43,1,9,6,1,3,L
2676b28836a5a836,Benson Henderson,cf9d24e4bd0cf2ce,Mark Bocek,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,750,784.2196563,1,-5,0.59,2,-0.53,3,-1.25,9,32,-0.5,8,-1,1,9,W
cf9d24e4bd0cf2ce,Mark Bocek,2676b28836a5a836,Benson Henderson,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,784.2196563,750,-1,5,-0.59,-2,0.53,-3,1.25,-9,-32,0.5,-8,1,-1,-9,L
ccdd90bd1fc7dab6,Vladimir Matyushenko,497ba5b12a4bfc47,Jason Brilz,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,796.6727111,764.0276657,1,3,-0.76,4,-0.16,-6,0.88,21,45,-1.2,5,2,1,3,W
497ba5b12a4bfc47,Jason Brilz,ccdd90bd1fc7dab6,Vladimir Matyushenko,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,764.0276657,796.6727111,-1,-3,0.76,-4,0.16,6,-0.88,-21,-45,1.2,-5,-2,-1,-3,L
f7a7f7118d4b01b6,Lyoto Machida,0aa92558424ced9e,Randy Couture,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,833.4307083,833.7603358,0,-1,-0.26,-4,0.04,2,-1.57,19,17,-0.1,8,-1,3,9,W
0aa92558424ced9e,Randy Couture,f7a7f7118d4b01b6,Lyoto Machida,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,833.7603358,833.4307083,0,1,0.26,4,-0.04,-2,1.57,-19,-17,0.1,-8,1,-3,-9,L
d0f3959b4a9747e6,Jose Aldo,0a97691039c4bbfb,Mark Hominick,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,750,797.7267871,-1,2,-0.57,2,-1.24,-2,0.48,2,21,-0.7,10,-3,5,13,W
0a97691039c4bbfb,Mark Hominick,d0f3959b4a9747e6,Jose Aldo,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,797.7267871,750,1,-2,0.57,-2,1.24,2,-0.48,-2,-21,0.7,-10,3,-5,-13,L
6506c1d34da9c013,Georges St-Pierre,fe435e440b5de0ff,Jake Shields,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,943.0404036,769.6128372,-1,4,1.33,17,-0.4,16,1.33,45,48,-0.1,10,-1,14,11,W
fe435e440b5de0ff,Jake Shields,6506c1d34da9c013,Georges St-Pierre,2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,769.6128372,943.0404036,1,-4,-1.33,-17,0.4,-16,-1.33,-45,-48,0.1,-10,1,-14,-11,L
2c99576fefe53c7c,Renan Barao,5df17b3620145578,Cole Escovedo,b732b326c362fb62,UFC 130: Rampage vs Hamill,750,750,-1,-2,1.88,-9,-1.09,13,0.95,5,81,0.6,9,0,1,9,W
5df17b3620145578,Cole Escovedo,2c99576fefe53c7c,Renan Barao,b732b326c362fb62,UFC 130: Rampage vs Hamill,750,750,1,2,-1.88,9,1.09,-13,-0.95,-5,-81,-0.6,-9,0,-1,-9,L
d0314416a7f26527,Michael McDonald,b2e3aca4cd363477,Chris Cariaso,b732b326c362fb62,UFC 130: Rampage vs Hamill,766,765.2636932,6,7,-0.66,-1,0.53,-4,-0.02,27,-5,0.6,-4,-4,2,0,W
b2e3aca4cd363477,Chris Cariaso,d0314416a7f26527,Michael McDonald,b732b326c362fb62,UFC 130: Rampage vs Hamill,765.2636932,766,-6,-7,0.66,1,-0.53,4,0.02,-27,5,-0.6,4,4,-2,0,L
75e5fec9f72910ef,Gleison Tibau,15b1b21cd743d652,Rafaello Oliveira,b732b326c362fb62,UFC 130: Rampage vs Hamill,798.2886773,734.7365727,2,0,-0.24,-2,-0.87,4,1.59,17,81,-0.8,14,6,-2,8,W
15b1b21cd743d652,Rafaello Oliveira,75e5fec9f72910ef,Gleison Tibau,b732b326c362fb62,UFC 130: Rampage vs Hamill,734.7365727,798.2886773,-2,0,0.24,2,0.87,-4,-1.59,-17,-81,0.8,-14,-6,2,-8,L
c80095f6092271a7,Tim Boetsch,234f3767ff0e5701,Kendall Grove,b732b326c362fb62,UFC 130: Rampage vs Hamill,751.3109117,771.7633089,-6,-5,0.63,10,0.46,2,1.07,-10,1,-0.9,5,5,1,0,W
234f3767ff0e5701,Kendall Grove,c80095f6092271a7,Tim Boetsch,b732b326c362fb62,UFC 130: Rampage vs Hamill,771.7633089,751.3109117,6,5,-0.63,-10,-0.46,-2,-1.07,10,-1,0.9,-5,-5,-1,0,L
8a304bfd6bf04a57,Demetrious Johnson,33b2f68ef95252e0,Miguel Torres,b732b326c362fb62,UFC 130: Rampage vs Hamill,766,766,-6,-10,-0.55,11,-0.2,-7,3.35,56,48,-1.1,9,-1,0,10,W
33b2f68ef95252e0,Miguel Torres,8a304bfd6bf04a57,Demetrious Johnson,b732b326c362fb62,UFC 130: Rampage vs Hamill,766,766,6,10,0.55,-11,0.2,7,-3.35,-56,-48,1.1,-9,1,0,-10,L
579fcdfcabd23a7b,Brian Stann,f8dc544e7077d014,Jorge Santiago,b732b326c362fb62,UFC 130: Rampage vs Hamill,784.9806151,734.2463221,0,0,1.59,7,0.03,3,-0.46,-18,8,-0.5,8,0,1,8,W
f8dc544e7077d014,Jorge Santiago,579fcdfcabd23a7b,Brian Stann,b732b326c362fb62,UFC 130: Rampage vs Hamill,734.2463221,784.9806151,0,0,-1.59,-7,-0.03,-3,0.46,18,-8,0.5,-8,0,-1,-8,L
5b5307450405abf0,Rick Story,31ee470ef5dc8d7f,Thiago Alves,b732b326c362fb62,UFC 130: Rampage vs Hamill,816.6148182,846.5078448,0,1,0.19,1,-0.96,-2,1.79,-20,0,0.6,-2,-3,1,1,W
31ee470ef5dc8d7f,Thiago Alves,5b5307450405abf0,Rick Story,b732b326c362fb62,UFC 130: Rampage vs Hamill,846.5078448,816.6148182,0,-1,-0.19,-1,0.96,2,-1.79,20,0,-0.6,2,3,-1,-1,L
3236bf606fe9fa5b,Travis Browne,ebc1f40e00e0c481,Stefan Struve,b732b326c362fb62,UFC 130: Rampage vs Hamill,752.3010347,797.2048547,-5,-5,-0.21,-4,0.39,-5,0.67,18,21,-1.6,-3,-2,-1,-1,W
ebc1f40e00e0c481,Stefan Struve,3236bf606fe9fa5b,Travis Browne,b732b326c362fb62,UFC 130: Rampage vs Hamill,797.2048547,752.3010347,5,5,0.21,4,-0.39,5,-0.67,-18,-21,1.6,3,2,1,1,L
1ff9589f9065a9ed,Frank Mir,3f7c14c7eca7195d,Roy Nelson,b732b326c362fb62,UFC 130: Rampage vs Hamill,831.4258267,768.8045994,3,7,0,11,-0.95,-8,0.88,13,-11,1.9,7,-1,-1,8,W
3f7c14c7eca7195d,Roy Nelson,1ff9589f9065a9ed,Frank Mir,b732b326c362fb62,UFC 130: Rampage vs Hamill,768.8045994,831.4258267,-3,-7,0,-11,0.95,8,-0.88,-13,11,-1.9,-7,1,1,-8,L
ffc088e64fab57e9,Rampage Jackson,98b80a717b9bda17,Matt Hamill,b732b326c362fb62,UFC 130: Rampage vs Hamill,821.1712102,851.9044886,0,-3,-0.44,12,-1.29,-6,-1.48,22,-18,0.1,11,5,2,6,W
98b80a717b9bda17,Matt Hamill,ffc088e64fab57e9,Rampage Jackson,b732b326c362fb62,UFC 130: Rampage vs Hamill,851.9044886,821.1712102,0,3,0.44,-12,1.29,6,1.48,-22,18,-0.1,-11,-5,-2,-6,L
4417980b3e798abf,Reuben Duran,7ea4a9f07df33a45,Francisco Rivera,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,734,750,-1,1,-0.88,8,-0.55,-18,-0.03,-40,-43,0.1,-3,-4,1,1,W
7ea4a9f07df33a45,Francisco Rivera,4417980b3e798abf,Reuben Duran,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,734,1,-1,0.88,-8,0.55,18,0.03,40,43,-0.1,3,4,-1,-1,L
0b64d0fed453ef7f,Scott Jorgensen,fbf0947399d14323,Ken Stone,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,-3,-5,-0.48,-9,0.51,17,1.37,12,-1,0.1,9,8,-2,1,W
fbf0947399d14323,Ken Stone,0b64d0fed453ef7f,Scott Jorgensen,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,3,5,0.48,9,-0.51,-17,-1.37,-12,1,-0.1,-9,-8,2,-1,L
83a477a7dba1ca58,Clay Harvison,e56daf7725a0b5ab,Justin Edwards,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,3,4,0.61,6,0.59,7,-1.48,74,41,0.3,-1,-3,1,2,W
e56daf7725a0b5ab,Justin Edwards,83a477a7dba1ca58,Clay Harvison,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,-3,-4,-0.61,-6,-0.59,-7,1.48,-74,-41,-0.3,1,3,-1,-2,L
e2b8186b618b00c4,Shamar Bailey,1f9c371c93dfd3a9,Ryan McGillivray,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,-2,0,0.29,0,1.71,17,1.5,33,-7,0,2,2,-1,0,W
1f9c371c93dfd3a9,Ryan McGillivray,e2b8186b618b00c4,Shamar Bailey,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,2,0,-0.29,0,-1.71,-17,-1.5,-33,7,0,-2,-2,1,0,L
3c0437fbeda06962,George Roop,60ba33c3f555a7a3,Josh Grispi,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,720.9889736,734,2,-2,1.99,-7,-1.24,10,-0.92,21,43,-2.1,2,5,2,-3,W
60ba33c3f555a7a3,Josh Grispi,3c0437fbeda06962,George Roop,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,734,720.9889736,-2,2,-1.99,7,1.24,-10,0.92,-21,-43,2.1,-2,-5,-2,3,L
18968f97ad34f15c,Jeremy Stephens,a66395395b5f1394,Danny Downes,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,773.3787676,750,-4,-1,1.44,6,-0.77,22,1.16,36,27,-0.1,14,11,1,3,W
a66395395b5f1394,Danny Downes,18968f97ad34f15c,Jeremy Stephens,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,773.3787676,4,1,-1.44,-6,0.77,-22,-1.16,-36,-27,0.1,-14,-11,-1,-3,L
8c8c92a12621d7e0,Chris Cope,56bc9ccb609df534,Chuck O'Neil,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,-2,-3,0.83,-11,0.42,-22,0,0,80,0,2,1,-1,1,W
56bc9ccb609df534,Chuck O'Neil,8c8c92a12621d7e0,Chris Cope,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,2,3,-0.83,11,-0.42,22,0,0,-80,0,-2,-1,1,-1,L
b959e8c7fd8390d2,Kyle Kingsbury,1fb80f46d3c105d9,Fabio Maldonado,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,781.9355504,765.9660919,3,1,-2.32,-18,-0.5,-2,2.2,-16,-9,-0.6,-1,-1,-2,0,W
1fb80f46d3c105d9,Fabio Maldonado,b959e8c7fd8390d2,Kyle Kingsbury,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,765.9660919,781.9355504,-3,-1,2.32,18,0.5,2,-2.2,16,9,0.6,1,1,2,0,L
06f36cf4bd97ec77,Ed Herman,89b8d1bf1ff09d1d,Tim Credeur,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,736.3090603,781.0315388,-2,2,-0.41,19,-0.08,-13,2,-49,10,-2,7,9,-1,-2,W
89b8d1bf1ff09d1d,Tim Credeur,06f36cf4bd97ec77,Ed Herman,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,781.0315388,736.3090603,2,-2,0.41,-19,0.08,13,-2,49,-10,2,-7,-9,1,2,L
c47df9303d318c67,Clay Guida,cbb682f5fcc44bfc,Anthony Pettis,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,809.1347442,750,-3,-2,-0.52,-13,-0.77,11,2.67,-17,11,-0.6,3,5,0,-2,W
cbb682f5fcc44bfc,Anthony Pettis,c47df9303d318c67,Clay Guida,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,809.1347442,3,2,0.52,13,0.77,-11,-2.67,17,-11,0.6,-3,-5,0,2,L
22a92d7f62195791,Tony Ferguson,22aa91e402d0fe1f,Ramsey Nijem,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,0,1,2.46,0,1.93,1,-4.72,-20,21,0.4,9,-4,13,13,W
22aa91e402d0fe1f,Ramsey Nijem,22a92d7f62195791,Tony Ferguson,3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos,750,750,0,-1,-2.46,0,-1.93,-1,4.72,20,-21,-0.4,-9,4,-13,-13,L
92a9aa9c93192871,Darren Elkins,9f842be1a5337be6,Michihiro Omigawa,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,750.0270725,704.8628078,4,3,1.35,-2,-0.23,-11,1.49,-1,8,-0.2,10,-2,1,12,W
9f842be1a5337be6,Michihiro Omigawa,92a9aa9c93192871,Darren Elkins,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,704.8628078,750.0270725,-4,-3,-1.35,2,0.23,11,-1.49,1,-8,0.2,-10,2,-1,-12,L
46baf0f57edfa4df,Joey Beltran,11f8860028b68fcf,Aaron Rosa,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,747.8483898,750,-3,-3,0.89,-11,0.86,9,0.12,-15,-10,-0.4,1,4,0,-3,W
11f8860028b68fcf,Aaron Rosa,46baf0f57edfa4df,Joey Beltran,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,750,747.8483898,3,3,-0.89,11,-0.86,-9,-0.12,15,10,0.4,-1,-4,0,3,L
029eaff01e6bb8f0,Dustin Poirier,f59e9e49ef85b469,Jason Young,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,766,750,0,-1,2.62,12,0.49,6,-0.23,-25,14,1.3,16,2,4,14,W
f59e9e49ef85b469,Jason Young,029eaff01e6bb8f0,Dustin Poirier,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,750,766,0,1,-2.62,-12,-0.49,-6,0.23,25,-14,-1.3,-16,-2,-4,-14,L
b13da0b1a3aed3e7,Nick Ring,19a8cce18a1cef9e,James Head,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,766,750,-1,1,0.77,-6,0.37,13,0.95,-64,-14,-0.5,1,0,0,1,W
19a8cce18a1cef9e,James Head,b13da0b1a3aed3e7,Nick Ring,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,750,766,1,-1,-0.77,6,-0.37,-13,-0.95,64,14,0.5,-1,0,0,-1,L
59583ff832fe9d68,Krzysztof Soszynski,5b2d7906aa894274,Mike Massenzio,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,789.0853677,733.9519537,-1,4,1.29,-6,-0.46,4,-2.22,1,21,-0.4,4,0,1,4,W
5b2d7906aa894274,Mike Massenzio,59583ff832fe9d68,Krzysztof Soszynski,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,733.9519537,789.0853677,1,-4,-1.29,6,0.46,-4,2.22,-1,-21,0.4,-4,0,-1,-4,L
3a8176e15b9887c1,Chris Weidman,934de214814b8ff4,Jesse Bongfeldt,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,768.0906172,765.2975328,2,3,0.24,-20,2.22,1,2.25,19,40,1,10,3,0,7,W
934de214814b8ff4,Jesse Bongfeldt,3a8176e15b9887c1,Chris Weidman,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,765.2975328,768.0906172,-2,-3,-0.24,20,-2.22,-1,-2.25,-19,-40,-1,-10,-3,0,-7,L
501b07aec9b8fc2d,Sam Stout,5f04e3d58d9ce982,Yves Edwards,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,758.5684224,804.5707559,0,-3,1.26,-14,1.74,-9,-0.13,-15,8,-0.6,-5,-2,-1,-3,W
5f04e3d58d9ce982,Yves Edwards,501b07aec9b8fc2d,Sam Stout,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,804.5707559,758.5684224,0,3,-1.26,14,-1.74,9,0.13,15,-8,0.6,5,2,1,3,L
1d00756835ca67c9,Donald Cerrone,d403b1a6f278c95e,Vagner Rocha,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,767.3667219,750,3,0,1.45,6,-0.48,6,-0.12,1,21,-0.5,26,7,3,19,W
d403b1a6f278c95e,Vagner Rocha,1d00756835ca67c9,Donald Cerrone,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,750,767.3667219,-3,0,-1.45,-6,0.48,-6,0.12,-1,-21,0.5,-26,-7,-3,-19,L
cbd6f1abf955e628,Dave Herman,0577808d22dfe79c,Jon Olav Einemo,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,750,750,-2,1,2.83,8,0.73,-4,-0.24,45,15,0,2,1,-1,1,W
0577808d22dfe79c,Jon Olav Einemo,cbd6f1abf955e628,Dave Herman,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,750,750,2,-1,-2.83,-8,-0.73,4,0.24,-45,-15,0,-2,-1,1,-1,L
179f1948dc234f1f,Mark Munoz,427b5953ac8e3a27,Demian Maia,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,803.1330182,839.70218,-1,0,1.34,9,0.31,-7,0.67,4,-8,-0.4,-8,-3,4,-5,W
427b5953ac8e3a27,Demian Maia,179f1948dc234f1f,Mark Munoz,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,839.70218,803.1330182,1,0,-1.34,-9,-0.31,7,-0.67,-4,8,0.4,8,3,-4,5,L
cb139171ed1b69fe,Kenny Florian,3a24769a4855040a,Diego Nunes,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,849.6893779,765.262135,4,7,-0.31,-3,-0.74,5,1.04,-11,-5,0.7,6,1,0,5,W
3a24769a4855040a,Diego Nunes,cb139171ed1b69fe,Kenny Florian,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,765.262135,849.6893779,-4,-7,0.31,3,0.74,-5,-1.04,11,5,-0.7,-6,-1,0,-5,L
63def5a5662a6917,Junior Dos Santos,68dd7b3783c19f9c,Shane Carwin,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,840.4379327,799.6421818,2,-3,0.45,1,-0.36,5,-1.06,22,38,0.1,8,2,3,6,W
68dd7b3783c19f9c,Shane Carwin,63def5a5662a6917,Junior Dos Santos,aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,799.6421818,840.4379327,-2,3,-0.45,-1,0.36,-5,1.06,-22,-38,-0.1,-8,-2,-3,-6,L
3974fa35c917af1d,Ricardo Lamas,bfc2fc38a0e20211,Matt Grice,d023ae89a2a4a41e,UFC Live on Versus: Kongo vs Barry,750,718.819347,0,1,-1.22,-8,-0.08,3,-0.53,-5,-35,0.5,12,2,2,10,W
bfc2fc38a0e20211,Matt Grice,3974fa35c917af1d,Ricardo Lamas,d023ae89a2a4a41e,UFC Live on Versus: Kongo vs Barry,718.819347,750,0,-1,1.22,8,0.08,-3,0.53,5,35,-0.5,-12,-2,-2,-10,L
6fb1ba67bef41b37,Nik Lentz,07225ba28ae309b6,Charles Oliveira,d023ae89a2a4a41e,UFC Live on Versus: Kongo vs Barry,812.6394068,770.1350555,-2,-6,0.38,0,0,-5,0.63,-6,-16,-1.5,1,-2,0,3,W
07225ba28ae309b6,Charles Oliveira,6fb1ba67bef41b37,Nik Lentz,d023ae89a2a4a41e,UFC Live on Versus: Kongo vs Barry,770.1350555,812.6394068,2,6,-0.38,0,0,5,-0.63,6,16,1.5,-1,2,0,-3,L
