,id,name,height,weight,reach,ss_min,str_acc,str_a_min,str_def,td_avg,td_acc,td_def,sub_avg,wins,losses,wl_diff,momentum
0,15df64c02b6b0fde,Danny Abbadi,71,155.0,75.75,3.29,38,4.41,57,0.0,0,77,0.0,0,2,-2,-2
1,b361180739bed4b0,David Abbott,72,265.0,75.75,1.35,30,3.55,38,1.07,33,66,0.0,8,13,-5,-7
2,3329d692aea4dc28,Hamdy Abdelwahab,74,264.0,72.0,3.87,52,3.13,59,3.0,75,0,0.0,1,0,1,1
3,2f5cbecbbe18bac4,Shamil Abdurakhimov,75,235.0,76.0,2.6,44,2.8,58,1.09,23,47,0.2,5,5,0,-3
4,c0ed7b208197e8de,Hiroyuki Abe,66,145.0,75.75,1.71,36,3.11,63,0.0,0,33,0.0,0,1,-1,0
5,5140122c3eecd307,Daichi Abe,71,170.0,71.0,3.8,33,4.49,56,0.33,50,0,0.0,1,2,-1,-2
6,c9f6385af6df66d7,Papy Abedi,71,185.0,75.75,2.8,55,3.15,48,3.47,57,50,1.3,1,3,-2,-1
7,7279654c7674cd24,Klidson Abreu,72,205.0,74.0,2.05,40,2.9,55,0.64,20,80,0.0,1,2,-1,0
8,aa6e591c2a2cdecd,Ricardo Abreu,71,185.0,75.75,3.79,31,3.98,68,2.13,42,100,0.7,1,1,0,-1
9,1c5879330d42255f,Daniel Acacio,68,180.0,75.75,3.52,36,2.85,62,0.33,20,81,0.0,2,2,0,-2
10,989b85f6540c86b1,John Adajar,69,170.0,75.0,3.9,52,6.28,44,0.0,0,0,0.0,0,1,-1,-1
11,a77633a989013265,Anthony Adams,73,185.0,76.0,3.17,41,5.93,44,0.0,0,0,0.0,0,2,-2,-2
12,83b00f7597e5ac83,Juan Adams,77,265.0,80.0,7.09,55,4.06,34,0.91,66,57,0.0,2,3,-1,-3
13,79cb2a690b9ba5e8,Zarrukh Adashev,65,125.0,65.0,3.65,40,3.04,64,0.0,0,100,0.5,1,3,-2,-1
14,1338e2c7480bdf9e,Israel Adesanya,76,185.0,80.0,3.93,49,2.67,59,0.0,0,78,0.2,12,1,11,3
15,ebc5af72ad5a28cb,Nick Agallar,68,155.0,75.75,0.69,11,4.56,42,0.0,0,0,0.0,0,1,-1,-1
16,a08ddd04eaffd81d,Mariya Agapova,66,125.0,68.0,4.56,53,4.37,51,0.69,66,42,0.7,2,3,-1,-1
17,cf946e03ba2e7666,Kevin Aguilar,67,155.0,73.0,3.96,40,4.81,52,0.16,16,78,0.0,3,4,-1,-4
18,8f382b3baa954d2a,Jessica Aguilar,63,115.0,63.0,4.93,50,7.19,53,0.94,25,50,0.2,1,4,-3,-2
19,c051c2e12d692b8a,Jesus Aguilar,64,125.0,62.0,2.01,46,1.17,66,3.77,37,0,1.3,1,0,1,1
20,ae071698e1a3ccd4,Christian Aguilera,69,170.0,72.0,2.54,37,4.04,48,0.0,0,60,0.0,1,2,-1,-2
21,9e3dbb9c68ed5d1a,Mike Aina,69,155.0,75.75,2.87,33,6.33,59,0.0,0,71,0.0,0,1,-1,0
22,2eada40ac8801559,Hitomi Akano,64,135.0,75.75,0.59,45,2.58,55,0.0,0,8,0.5,1,3,-2,-2
23,16690d100f995f8f,Omari Akhmedov,72,185.0,73.0,2.97,34,2.84,55,2.58,45,65,0.2,9,5,4,-1
24,b0550072e5f0afa7,Yoshihiro Akiyama,70,170.0,75.0,3.1,41,3.62,57,2.29,67,92,1.0,14,6,8,-1
25,1fc64507a0cb38cf,Rostem Akman,70,170.0,72.0,1.8,25,3.97,57,1.0,40,87,0.0,0,2,-2,-2
26,38b50fd1e1b5b656,Razak Al-Hassan,74,205.0,75.875,3.27,39,3.14,60,0.65,14,57,0.0,0,2,-2,-2
27,1cf1310684a841f5,Mostapha Al-Turk,74,245.0,77.0,1.36,19,3.61,53,0.0,0,0,0.0,0,3,-3,-3
28,e87a13e02c01331d,Ali AlQaisi,66,135.0,68.0,2.43,42,1.97,56,3.5,29,60,1.0,0,2,-2,-2
29,7578cc6bd750206b,Herdem Alacabek,74,205.0,75.0,3.84,65,6.66,23,2.06,50,42,0.0,0,1,-1,-1
30,1897b7b913736a7c,Alatengheili,65,135.0,66.0,2.86,33,5.07,58,1.73,33,72,0.0,3,1,2,1
31,6d35bf94f7d30241,Amir Albazi,65,125.0,68.0,3.79,42,3.01,55,3.09,62,66,1.2,3,0,3,3
32,7bd94b60d7521e4a,John Albert,68,135.0,68.0,3.05,49,2.82,35,0.0,0,50,6.1,1,4,-3,-4
33,c482c8605455a213,Junior Albini,75,264.0,74.0,3.98,51,6.08,52,1.54,37,100,0.0,1,4,-3,-4
34,e76d9f656ceb82ab,Aleksandra Albu,62,115.0,63.0,4.83,47,5.56,38,2.27,50,77,0.4,2,2,0,-2
35,2f95a3c6d58b2aad,Iuri Alcantara,69,135.0,71.0,2.72,45,2.79,49,1.44,62,60,0.8,11,7,4,-1
36,7c6e87729e824ef4,Ildemar Alcantara,74,185.0,78.0,1.93,38,2.63,50,2.0,68,81,0.9,4,3,1,-1
37,d26934530dc5b248,Gilbert Aldana,73,250.0,75.75,2.91,54,6.26,26,2.57,40,33,0.0,0,2,-2,-2
38,578ef12674df1e6a,Irene Aldana,69,135.0,68.0,5.61,39,5.94,60,0.22,50,84,0.1,6,4,2,1
39,c487223b0289bda9,Hector Aldana,71,170.0,72.0,3.59,38,5.08,59,0.93,100,0,0.0,0,3,-3,-3
40,7460ddef986d3144,Jose Alday,67,135.0,68.0,3.13,44,3.13,58,0.0,0,57,0.0,0,1,-1,-1
41,d0f3959b4a9747e6,Jose Aldo,67,135.0,70.0,3.57,46,3.74,60,0.49,54,91,0.1,21,7,14,-1
42,6fd953151d981979,JJ Aldrich,65,125.0,67.0,4.05,45,4.54,60,0.9,37,75,0.0,7,4,3,-1
43,fe5a9547479396ab,Jim Alers,69,145.0,71.0,2.9,40,4.38,56,2.26,41,80,0.3,1,2,-1,-1
44,7a15f3694c5cbc02,John Alessio,70,155.0,72.0,2.1,39,2.91,54,1.85,38,70,1.2,5,8,-3,-4
45,0541480fbf719d86,Houston Alexander,72,205.0,72.0,3.06,54,3.2,52,1.19,57,33,0.0,2,4,-2,-4
46,8fd76e1b49c00ae2,Kenneth Alexander,69,155.0,75.75,0.88,19,2.2,66,4.71,26,0,0.0,0,1,-1,-1
47,b757c73f443d4fca,Olaf Alfonso,74,170.0,75.75,1.65,38,4.77,53,0.37,7,22,0.7,0,4,-4,-4
48,9abc648e76c4493a,Bill Algeo,72,145.0,73.0,5.73,54,4.18,43,0.92,50,54,0.0,3,3,0,2
49,eae431e70064e046,Abdul Razak Alhassan,70,185.0,73.0,3.57,48,4.06,56,1.04,45,52,0.0,5,5,0,-1
50,e70de1859b7ee78e,Sultan Aliev,71,170.0,74.0,1.41,45,2.2,56,1.76,38,100,0.0,2,2,0,1
51,6ebe96a116e79e52,John Allan,73,205.0,75.0,3.56,42,5.74,52,1.4,71,50,0.8,0,3,-3,-2
52,1e13936d708bcff7,George Allen,74,205.0,75.875,0.8,38,3.1,43,0.0,0,50,0.0,0,1,-1,-1
53,040a74bb0a465c54,Arnold Allen,68,145.0,70.0,3.31,42,2.22,66,1.41,50,76,0.4,9,0,9,9
54,2f181c0467965b98,Brendan Allen,74,185.0,75.0,4.15,55,4.18,44,1.2,41,50,1.4,8,2,6,2
55,c4fe2e9a06ea5bcb,Ben Alloway,71,170.0,76.0,1.28,49,1.9,59,0.62,50,26,0.0,1,2,-1,-2
56,91186547a7f3f758,Ricardo Almeida,72,170.0,74.0,2.02,49,1.2,61,3.74,38,31,1.2,8,5,3,-1
57,710f0f8c5d5c9d41,Lucas Almeida,71,145.0,71.0,6.6,47,5.63,48,0.0,0,50,0.0,1,1,0,1
58,d615d6a10a4704cd,Magno Almeida,72,155.0,75.75,1.67,36,2.6,41,0.0,0,40,5.0,0,2,-2,-2
59,f16ddfa31236efed,Estefani Almeida,64,125.0,75.75,3.13,37,6.07,42,0.0,0,0,0.0,0,1,-1,-1
60,67a992d4cff22466,Ericka Almeida,66,115.0,75.75,1.07,39,3.33,43,0.5,33,37,0.0,0,2,-2,-2
61,41e83a89929d1327,Jailton Almeida,75,205.0,79.0,3.48,53,0.49,12,6.27,66,50,2.1,3,0,3,3
62,2b074403b7c6cdb4,Thomas Almeida,67,145.0,70.0,4.84,43,4.93,61,0.17,14,75,0.0,5,5,0,-4
63,c6bf75775b278ed8,Mauricio Alonso,74,170.0,75.75,5.74,34,1.91,67,0.0,0,0,0.0,0,0,0,0
64,49b130de1da2e1bf,Sarah Alpar,64,135.0,63.0,2.36,44,6.06,38,1.61,26,20,0.4,1,2,-1,-2
65,dc7927cd622676a7,Victor Altamirano,68,125.0,70.0,7.04,60,5.32,50,2.23,41,72,0.0,2,1,1,1
66,c11036da9162cb5f,Mike Altman,70,185.0,75.75,1.56,20,2.08,75,0.0,0,0,0.0,0,1,-1,-1
67,e741536153227386,Sean Alvarez,72,235.0,75.75,0.89,37,3.25,47,0.0,0,0,0.0,0,1,-1,-1
68,58bbef3770bb2dfc,Joel Alvarez,75,155.0,77.0,3.44,44,3.68,49,0.0,0,0,1.2,4,2,2,-1
69,33a331684283900f,Eddie Alvarez,69,155.0,69.0,4.32,41,4.39,55,2.92,36,92,0.5,8,4,4,-1
70,4438482bd1d5a029,Jaime Alvarez,68,125.0,69.0,2.73,40,4.53,56,1.0,33,50,0.0,1,0,1,1
71,d317a5e2b3f88c5f,Warlley Alves,71,170.0,72.0,3.07,48,3.63,51,1.42,52,78,1.1,8,5,3,-1
72,31ee470ef5dc8d7f,Thiago Alves,69,170.0,70.0,3.73,41,3.42,62,0.71,60,63,0.3,15,12,3,-2
73,029afd138865d20a,Rafael Alves,68,155.0,68.0,2.46,50,4.14,58,0.41,25,60,1.2,2,2,0,-1
74,dc5a6b2fdb27e7dc,Amilcar Alves,72,170.0,75.75,0.5,46,2.02,30,0.0,0,53,0.0,0,2,-2,-2
75,d156513a19acf856,Sam Alvey,74,185.0,75.0,3.28,44,3.63,52,0.06,14,82,0.1,10,13,-3,-4
76,20821819c401ced8,Andre Amado,72,154.0,75.75,2.27,24,5.91,63,0.0,0,20,0.0,0,3,-3,-3
77,1e327b281ef6a745,Adlan Amagov,74,170.0,76.0,3.29,47,0.82,78,5.84,56,100,0.0,5,1,4,3
78,02bb48869eb7ac8f,Rayanne Amanda,62,115.0,62.0,3.67,31,6.87,57,1.0,25,0,0.0,0,1,-1,-1
79,c912f676692c353a,Jimmy Ambriz,74,315.0,75.75,0.83,29,3.76,40,3.13,57,100,0.8,0,3,-3,-3
80,d562b12b8fe88336,JJ Ambrose,70,170.0,75.75,3.16,69,6.32,33,0.0,0,50,0.0,0,1,-1,-1
81,70fa1c64a2c439ef,Alen Amedovski,70,185.0,74.0,0.55,25,3.91,36,0.0,0,0,0.0,0,3,-3,-3
82,87a1dc546b1c5caf,Makwan Amirkhani,70,145.0,72.0,1.35,44,2.98,46,4.15,43,38,1.1,7,6,1,-1
83,23a8c33869bf5392,Karl Amoussou,71,185.0,75.75,1.47,34,2.67,54,0.0,0,25,1.0,0,1,-1,-1
84,53adf5b845d91e4a,Bertrand Amoussou,68,190.0,75.875,6.75,39,2.01,83,0.0,0,0,0.0,1,0,1,1
85,4b450aa602611baa,Angel De Anda,69,225.0,75.75,5.68,46,6.32,47,0.0,0,0,0.0,0,1,-1,-1
86,cad24459b28592ca,Eryk Anders,73,185.0,75.0,3.26,47,4.2,50,1.57,25,75,0.1,6,7,-1,-2
87,a0e75f4a13eb73f1,Megan Anderson,72,145.0,72.0,1.76,46,3.35,37,0.52,25,53,0.5,3,3,0,-1
88,5e4eec08896c9423,Corey Anderson,75,205.0,79.0,4.43,46,2.22,59,4.89,50,83,0.0,10,5,5,-1
89,19ba965651486013,Derek Anderson,72,155.0,75.75,3.97,37,3.08,61,0.34,14,60,0.0,0,0,0,0
90,d221ee27afc7a60e,Viscardi Andrade,71,170.0,75.0,3.26,42,2.77,63,1.93,50,66,0.3,3,1,2,2
91,1562b12763cc8d67,Alex Andrade,71,200.0,75.875,0.2,36,2.6,53,0.0,0,25,0.8,0,2,-2,-2
92,6a1901c62ab3870f,Jessica Andrade,61,125.0,62.0,6.16,50,5.16,53,2.85,55,66,0.5,14,7,7,2
93,3a314d9fa7c6825d,Douglas Silva de Andrade,67,135.0,68.0,3.61,39,4.03,57,0.68,50,69,0.2,6,5,1,-1
94,00debc804e2b1cd4,Dylan Andrews,73,185.0,74.0,2.21,50,2.72,46,2.83,50,57,0.4,2,3,-1,-3
95,46e2ca71fd5089cb,Reese Andy,72,205.0,75.875,2.87,50,3.5,58,0.67,20,40,0.0,0,2,-2,-2
96,d6a3e131ad4ba064,Angga,67,145.0,68.0,3.56,38,3.77,53,0.0,0,33,0.0,0,1,-1,-1
97,e20ad078a7d63361,Julius Anglickas,75,205.0,75.875,4.62,78,1.86,50,4.47,50,60,1.1,1,0,1,1
98,047a91d3d9c79b05,Collin Anglin,69,145.0,71.0,4.59,48,5.54,51,2.28,66,100,0.0,1,2,-1,-2
99,c7c39e2fb70248b3,Chad Anheliger,66,135.0,64.0,3.99,54,3.33,50,0.0,0,52,1.6,2,0,2,2
100,6a2f7c151031653d,Rafael Dos Anjos,68,155.0,70.0,3.58,46,3.23,61,1.96,34,59,0.5,20,12,8,-1
101,d802174b0c0c1f4e,Magomed Ankalaev,75,205.0,75.0,3.64,54,2.14,60,0.94,33,86,0.0,9,1,8,9
102,af997f7611673880,Gadzhimurad Antigulov,71,205.0,70.0,2.08,55,4.21,40,5.08,36,0,1.4,2,4,-2,-4
103,25b31165758402dd,Adam Antolin,65,125.0,63.0,5.73,52,5.0,69,0.0,0,100,0.0,3,1,2,1
104,78d48d3874dacafd,Azunna Anyanwu,73,251.0,75.75,2.47,42,2.47,69,0.65,100,0,0.0,1,1,0,-1
105,4665f9f909cd7214,Shinsho Anzai,67,170.0,70.0,3.23,58,3.75,45,1.83,16,75,0.0,2,2,0,-1
106,79ded75550efc139,Shinya Aoki,71,154.0,75.75,0.97,58,1.25,58,2.54,41,60,4.0,26,4,22,8
107,7d420039bbfe7c1a,Aoriqileng,67,135.0,69.0,6.07,48,7.18,48,1.57,45,55,0.0,2,2,0,2
108,0c1a04afca64e38f,Josh Appelt,70,255.0,75.75,1.35,40,11.5,32,0.0,0,33,0.0,0,1,-1,-1
109,269d103c96a4c3a5,Kenji Arai,70,145.0,75.75,8.79,27,10.29,39,0.0,0,0,0.0,0,1,-1,-1
110,73ef22f25d0f70e2,Romie Aram,70,170.0,75.75,1.8,35,2.83,50,2.5,62,83,0.0,1,1,0,-1
111,71002dbc1743b9a7,Felipe Arantes,68,135.0,73.0,2.37,45,2.66,64,0.93,47,41,0.7,5,6,-1,-3
112,36541f1e6c5d4955,Viviane Araujo,64,125.0,68.0,4.76,48,5.13,58,2.23,60,90,0.6,5,2,3,1
113,dbea8c1cb327ab3d,Igor Araujo,73,170.0,77.0,1.52,42,2.86,49,0.86,15,22,0.6,2,2,0,-2
114,1291edf2d566a71a,Julio Arce,67,135.0,70.0,4.74,37,3.08,69,0.42,27,94,0.4,6,3,3,1
115,d25e39e74efb0a77,Art Arciniega,68,145.0,75.75,1.53,46,2.73,51,0.0,0,50,1.0,0,0,0,0
116,e4ba58725825412d,Dan Argueta,67,145.0,68.0,1.8,45,2.13,39,1.0,33,50,0.0,0,1,-1,-1
117,9a7ffa80766caa51,Hashem Arkhagha,74,185.0,75.0,1.84,44,8.97,43,0.0,0,50,0.0,0,1,-1,-1
118,3738e68d2261e60f,Andrei Arlovski,75,240.0,77.0,3.81,45,3.2,57,0.4,36,76,0.2,25,18,7,4
119,1effd880e1f1bb30,Garrett Armfield,66,145.0,70.0,2.56,29,3.53,59,0.0,0,66,0.0,0,1,-1,-1
120,bf0e700106d00e55,Austin Arnett,72,145.0,72.0,4.52,41,6.38,62,0.44,18,57,0.2,1,4,-3,-1
121,05fbfe628658c538,Ricardo Arona,71,205.0,75.875,1.66,48,1.15,57,2.41,48,58,1.2,8,4,4,-1
122,770b9d4813c25902,Chalid Arrab,71,205.0,75.875,1.56,34,1.63,56,3.05,75,37,1.0,1,1,0,-1
123,c136b2a8852da5bd,Akbarh Arreola,70,155.0,71.0,2.32,45,4.01,56,1.07,100,33,0.4,1,3,-2,-2
124,61fb8098ccf81c7f,Antonio Arroyo,75,185.0,73.0,2.82,66,2.02,50,1.14,41,41,0.2,2,3,-1,-3
125,de62052b2ede65ba,Matt Arroyo,70,170.0,72.0,1.62,47,2.01,58,2.12,36,100,5.3,1,2,-1,-2
126,2ee09ec2a0695eb9,Mike van Arsdale,74,205.0,75.875,1.52,41,1.91,41,1.06,14,37,0.0,3,2,1,-2
127,2dea80c069847321,Gilles Arsene,69,190.0,75.875,0.06,10,2.45,32,0.0,0,0,0.0,0,1,-1,-1
128,91e3388e69060e69,Veta Arteaga,67,125.0,75.75,3.2,36,1.92,65,0.0,0,40,0.0,0,0,0,0
129,49f78022126bf4a4,Cesar Arzamendia,71,155.0,75.75,5.37,45,5.2,56,7.32,75,0,2.4,0,2,-2,-2
130,a373085066dbfb54,Teddy Ash,73,185.0,73.0,7.27,61,6.8,28,0.0,0,100,0.0,0,1,-1,-1
131,b1d19449397541dc,Askar Askarov,66,125.0,67.0,3.05,54,2.8,57,2.6,24,66,0.4,3,1,2,-1
132,9be6020024133293,Cyril Asker,72,247.0,74.0,3.35,39,5.82,35,4.41,62,100,0.9,2,3,-1,-1
133,06827d70c53ff0d9,Scott Askham,75,185.0,75.0,3.03,46,3.52,52,0.44,18,65,0.7,2,4,-2,-2
134,0b31f87be71ebbb1,Ben Askren,71,170.0,73.0,3.64,49,5.66,36,4.33,55,0,0.9,1,2,-1,-2
135,399afbabc02376b5,Tom Aspinall,77,256.0,78.0,7.41,65,2.87,64,4.0,100,100,2.0,5,1,4,-1
136,ff222167cce02919,Bruno Assis,74,185.0,75.75,1.27,43,3.2,36,2.0,50,66,1.0,0,1,-1,-1
137,d0d7160824278840,Junior Assuncao,69,145.0,72.0,3.31,62,2.06,44,2.43,24,66,0.7,2,3,-1,-1
138,2f13e4020cea5b38,Raphael Assuncao,65,135.0,66.0,3.2,40,2.34,68,1.44,38,77,0.3,14,8,6,-4
139,fd7acf42bd6e7e95,Bazigit Atajev,73,230.0,75.75,0.87,41,3.14,49,1.0,33,0,0.0,0,1,-1,-1
140,210935fd21670f6d,Rich Attonito,70,170.0,72.0,2.28,47,2.13,59,0.74,37,75,0.0,3,2,1,-1
141,55ee431411ccf07a,Olivier Aubin-Mercier,69,155.0,70.0,2.48,51,2.97,55,2.36,33,70,0.5,7,5,2,-3
142,196ed28337adc630,Pat Audinwood,72,155.0,75.75,1.17,12,4.31,41,0.8,50,0,0.0,0,2,-2,-2
143,04643fd03d9159cc,Marcus Aurelio,70,155.0,74.0,1.42,33,2.27,59,1.69,27,27,1.3,5,8,-3,-4
144,956dcac65e7b34d6,David Avellan,69,185.0,75.75,3.33,25,10.0,57,0.0,0,0,0.0,0,1,-1,-1
145,8753e125f4499816,Blas Avena,72,170.0,74.0,2.34,47,3.36,43,2.37,80,50,1.8,3,3,0,-1
146,86d9dbe1bfcbade7,Julia Avila,67,135.0,68.0,3.18,44,2.86,55,0.67,33,61,0.3,3,1,2,1
147,4665cbf36b08193b,Chris Avila,70,145.0,75.75,2.37,30,4.17,48,0.0,0,46,0.0,0,2,-2,-2
148,da603332ad41f165,Saad Awad,71,155.0,75.75,2.13,26,1.87,60,0.5,16,100,0.5,0,1,-1,-1
149,26387c19f32dda0f,Javy Ayala,73,265.0,75.75,0.83,25,5.0,33,0.0,0,0,0.0,0,0,0,0
150,6eaec40f724852f4,Jessin Ayari,72,155.0,73.0,3.53,37,3.59,58,0.0,0,50,0.3,1,3,-2,-3
151,ee18ff42063174df,Ottman Azaitar,68,155.0,71.0,8.43,57,1.76,67,0.0,0,100,0.0,2,0,2,2
152,46d0a888d87d91ac,Abu Azaitar,69,185.0,76.0,5.21,44,5.35,50,0.5,25,40,0.0,1,1,0,-1
153,063649e21bc9d6d5,Luiz Azeredo,69,154.0,75.75,2.16,39,2.76,57,1.07,50,45,0.3,3,4,-1,-3
154,9bcfb40dbcd50568,Luciano Azevedo,75,161.0,75.75,0.76,45,1.97,27,2.28,11,0,0.0,0,1,-1,-1
155,2af2f2e26c4c0402,Hunter Azure,68,145.0,69.0,3.92,53,2.08,58,1.97,34,67,1.3,3,2,1,-1
156,39cc64bf0a269db9,Niklas Backstrom,73,145.0,75.75,1.12,41,3.65,40,2.92,80,72,2.2,1,2,-1,-2
157,fd5b6598a3b70c0a,Seth Baczynski,75,170.0,75.0,3.08,31,3.14,51,0.89,16,48,0.8,5,6,-1,-3
158,c0ab242c40decc55,Ryan Bader,74,205.0,74.0,2.82,43,1.39,71,3.37,44,80,0.4,15,5,10,2
159,4fcf6e0c4e0e6664,Izabela Badurek,65,115.0,75.75,3.74,71,4.9,32,1.75,12,100,0.0,0,1,-1,-1
160,82d4c957649faf9b,Miguel Baeza,74,170.0,74.0,4.88,49,5.1,53,0.44,28,100,1.8,4,3,1,-3
161,3dd92ff9fb0412b3,Ali Bagautinov,64,125.0,65.0,2.85,42,3.09,52,2.51,36,65,0.3,4,3,1,-1
162,e4d2564ea0e34e2b,Mehdi Baghdad,73,155.0,75.75,3.13,30,4.56,46,0.0,0,33,0.0,0,2,-2,-2
163,a52bc1e62cf0b7c6,Melsik Baghdasaryan,69,145.0,70.0,6.0,62,3.48,53,0.0,0,76,0.0,3,0,3,3
164,aec185309b4843d0,Siyar Bahadurzada,71,170.0,73.0,2.91,40,3.23,49,1.32,61,62,0.3,4,4,0,-2
165,e4a47b07044ddd72,Ignacio Bahamondes,75,155.0,75.0,8.33,47,5.03,58,0.0,0,95,0.6,3,1,2,2
166,e2b8186b618b00c4,Shamar Bailey,69,155.0,75.0,1.56,20,3.91,69,1.5,33,37,0.0,2,3,-1,-2
167,898337ef520fe4d3,Bryan Baker,75,185.0,75.75,1.78,52,2.83,45,0.44,50,37,0.9,2,1,1,-1
168,04b39f4e8eb59d7c,Oluwale Bamgbose,71,185.0,78.0,2.45,48,2.7,55,0.94,33,37,0.0,1,4,-3,-3
169,4c4b44e3cf5815b3,Stephen Banaszak,72,145.0,75.75,4.2,47,1.15,66,0.0,0,100,1.9,0,0,0,0
170,5c2ce761399dc9c5,Marcin Bandel,70,155.0,75.75,0.79,50,5.26,23,0.0,0,0,0.0,0,2,-2,-2
171,2c2caf2f2bab9df5,Humberto Bandenay,71,145.0,71.0,2.22,41,4.79,41,2.9,46,62,0.5,1,3,-2,-3
172,9a2d3567abc02e34,Tae Hyun Bang,69,155.0,71.0,2.72,38,2.07,66,0.49,33,57,0.5,2,3,-1,-1
173,9ddfb3369a3b0394,Antonio Banuelos,65,135.0,63.0,2.69,33,3.15,58,1.62,62,86,0.4,8,6,2,-1
174,2c99576fefe53c7c,Renan Barao,66,145.0,70.0,3.78,36,3.9,57,1.49,41,91,0.5,11,8,3,-5
175,06dced58ca24a6bd,Junior Barata,70,170.0,75.75,4.03,33,8.46,34,0.0,0,0,0.0,0,1,-1,-1
176,6a740daf1b279661,Maycee Barber,65,125.0,65.0,4.42,53,2.64,53,1.12,32,66,0.1,7,2,5,3
177,a331233f597090a5,Bryan Barberena,72,170.0,72.0,6.11,48,5.01,44,0.16,25,55,0.3,9,6,3,3
178,64a50dad704d1d49,Edson Barboza,71,145.0,75.0,3.96,44,4.1,58,0.38,44,75,0.1,16,11,5,-2
179,b9f28e7045fdfce7,Raoni Barcelos,67,135.0,67.0,5.98,51,5.64,61,1.66,43,92,0.5,5,2,3,-2
180,e8fe9c15d348e778,Daniel Barez,66,125.0,66.0,3.47,50,5.13,53,5.0,31,100,2.0,0,1,-1,-1
181,172c2135e70f87b7,Luke Barnatt,78,185.0,77.0,4.43,36,3.87,59,0.63,42,63,0.4,3,3,0,-3
182,78a5eea49638685d,Nick Barnes,71,170.0,75.75,2.86,29,8.93,51,5.36,100,100,5.4,0,0,0,0
183,c06a5c95f1169c0b,James Barnes,68,135.0,71.0,0.57,34,3.02,39,1.08,16,40,0.0,0,1,-1,-1
184,e575b6ff678c1aca,Shonte Barnes,71,185.0,76.0,2.32,38,1.55,67,0.0,0,60,0.0,0,1,-1,-1
185,7a5e8c94a86f9895,Chris Barnett,69,265.0,75.0,3.6,45,5.59,37,0.0,0,0,0.0,1,2,-1,-1
186,ad3f53c454cbbead,Josh Barnett,75,250.0,78.0,3.2,50,2.11,57,1.26,55,55,1.4,21,8,13,1
187,80c0bed43da0e27b,David Baron,66,155.0,75.75,1.17,30,2.1,56,0.0,0,14,0.7,0,2,-2,-2
188,1652f3213655b935,Phil Baroni,69,170.0,72.0,2.77,45,3.93,40,1.46,47,60,0.5,7,13,-6,-6
189,f12f979b657ab876,Dan Barrera,69,170.0,75.75,0.8,70,1.2,28,1.0,8,0,0.0,0,1,-1,-1
190,d21113c9ff3788ae,Peter Barrett,70,145.0,73.0,4.18,61,4.32,42,1.39,22,66,0.0,1,2,-1,-2
191,8e9eb3fc86db0f7d,Marc-Andre Barriault,73,185.0,74.0,5.79,46,5.04,55,0.34,25,68,0.2,3,4,-1,1
192,8fd1f27e86661ede,Alexandre Barros,69,170.0,75.75,0.98,40,4.05,36,1.84,50,100,0.0,0,1,-1,-1
193,b69f24c500d783e7,Francimar Barroso,73,205.0,75.0,2.77,52,3.07,59,2.22,24,83,0.0,4,4,0,-2
194,658c3465581ae46b,Pat Barry,71,235.0,74.0,2.72,52,3.54,59,0.0,0,76,0.2,5,7,-2,-2
195,a6f3d15cb84334bb,Dean Barry,70,170.0,72.0,9.31,40,4.66,51,0.0,0,100,0.0,0,1,-1,-1
196,be0b310a12eb80b4,Enrique Barzola,67,145.0,70.0,3.91,41,2.97,68,4.2,45,66,0.3,6,3,3,0
197,bbab3baf66128ae2,Javid Basharat,69,135.0,69.0,5.45,58,2.53,64,1.54,60,100,0.5,2,0,2,2
198,1cecc8fe6748a532,Stephen Bass,69,145.0,75.75,4.87,52,5.87,55,0.0,0,0,0.0,0,1,-1,-1
199,8ef4a91ac694b7ce,Shayna Baszler,67,135.0,75.75,2.49,30,6.36,51,0.67,18,44,1.3,0,5,-5,-5
200,f626118b6da0e020,Bryan Battle,73,170.0,77.0,7.18,56,4.53,41,1.31,22,55,0.7,3,0,3,3
201,c9a94278df042f46,Alan Baudot,75,243.0,79.0,5.36,58,4.82,46,0.0,0,62,0.0,0,4,-4,-4
202,bc711b6dd95c1af6,Mario Bautista,69,135.0,69.0,5.27,48,3.96,56,2.17,63,66,0.3,4,2,2,2
203,55f446032177b119,Chris Beal,67,125.0,69.0,3.45,35,3.18,61,1.6,58,78,0.2,2,3,-1,-3
204,74f13066b1417ef3,Rudy Bears,71,170.0,75.75,1.27,29,2.53,50,0.0,0,0,0.0,0,1,-1,-1
205,4fd76e7ba8313457,Salvador Becerra,69,155.0,75.75,4.57,31,3.83,58,0.0,0,66,0.0,0,0,0,0
206,b96939f2b8d88e82,Ariel Beck,66,125.0,66.0,4.44,34,4.31,64,0.0,0,0,0.0,0,1,-1,-1
207,ce05955c26c3c090,Eric Bedard,74,239.0,75.75,6.37,35,8.54,52,0.0,0,0,0.0,0,0,0,0
208,ffc3e6daaa6da0b7,Johnny Bedford,70,135.0,71.0,4.53,50,1.75,63,1.83,62,62,0.0,2,3,-1,-2
209,b16a7e6a627e9789,Chase Beebe,67,135.0,67.0,2.17,38,1.64,69,2.49,42,41,0.9,2,5,-3,-5
210,babc6b5745335f18,Lyle Beerbohm,70,155.0,75.75,1.98,55,1.61,54,2.1,23,64,0.3,3,2,1,-2
