name,ELO_x,prevdate,Best_Rating_to_Date,Avg_Elo_of_opponets,frFX
Ikuhisa Minowa,1044.3,9/23/2017 2:38,1397.12,1109.88,111
Gokhan Saki,1041.49,7/7/2018 1:40,1062.03,1260.96,3
Wataru Sakata,1041.23,12/31/2016 0:57,1161.5,1103.34,25
Roberto Traven,1040.7,6/13/2009 2:38,1241.3,1094.16,11
Brooke Mayo,1040.05,9/23/2017 1:40,1161.2,1032.06,8
Luke Caudillo,1040.04,6/29/2012 2:24,1289.55,1109.44,34
John Polakowski,1040,12/13/2008 0:14,1123.11,1098.16,6
Aaron Brink,1039.79,3/31/2018 3:21,1276.44,1104.64,56
Xavier Siller,1038.6,6/29/2018 1:26,1223.04,1077.35,14
Zach Light,1036.67,8/5/2011 0:14,1091.49,1091.55,20
Eddie Ruiz,1036.61,6/6/2003 1:26,1050,1187.18,2
David Kaplan,1035.77,7/9/2010 0:57,1260.4,1080.27,13
Eduardo Bustillos,1035.54,3/2/2018 1:12,1157.57,1080.14,9
Mike Cook,1035.39,4/22/2017 2:52,1178.33,1104.08,26
Adam Cella,1033.41,9/7/2018 0:00,1193.59,1087.34,20
Gilles Arsene,1031.76,11/24/2002 2:09,1050,1155.33,2
Rodrigo Ruas,1030.14,3/29/2008 0:28,1128.47,1113.76,11
James Gray,1029.91,9/16/2004 3:07,1084.08,996.8,3
Jose Palacios,1029.46,11/21/2008 0:28,1136.72,1044.02,5
Eric Esch,1029.01,10/21/2011 2:09,1286.79,1077.39,26
Daniel Gracie,1028.28,10/15/2011 1:12,1126.03,1127.55,8
Craig Zellner,1027.87,2/22/2008 1:40,1124.47,1046.19,7
Rubens Xavier,1025.22,12/9/2006 1:26,1168.19,1020.7,8
Olaf Alfonso,1024.27,6/19/2014 2:24,1151.92,1141.51,20
Billy Giovanella,1024.23,5/4/2018 1:12,1251.89,1051.09,23
Chris Indich,1024.08,3/5/2016 3:21,1186.88,1077.27,11
Keigo Kunihara,1023.77,10/7/2005 0:28,1085.88,984.45,5
Yukio Sakaguchi,1023.28,9/29/2013 0:14,1075.58,1085.39,13
Kazuhiro Hamanaka,1023.24,10/25/2009 2:24,1097.19,1145.9,12
Katsuaki Furuki,1022.63,4/22/2011 0:57,1022.63,1060.7,2
Marcos Bonilla,1022.63,9/15/2017 0:14,1170.53,1068.92,12
Andrei Kopylov,1021.83,8/7/2010 2:09,1073.23,1127.9,17
Nobuhiko Takada,1021.5,11/24/2002 1:55,1086.93,1235.37,10
Jason Von Flue,1021.44,7/23/2009 2:24,1257.46,1108.07,29
Brady Fink,1021.38,3/31/2007 1:26,1066.7,1145.91,5
Joe Duffy,1020.99,8/28/2010 0:57,1020.99,1052.75,2
Nolan Ticman,1020.75,5/16/2015 0:14,1106.4,1034.82,7
Colin Robinson,1019.9,3/1/2014 3:07,1208.92,1111.56,22
Masanori Tonooka,1018.45,9/23/2008 2:09,1026.87,1207.94,3
Yan Pellerin,1018.38,6/16/2017 2:24,1176.54,1082.1,24
Justin Levens,1017.68,10/18/2007 2:38,1246.82,1131.11,17
Takahiro Oba,1016.31,8/18/2006 0:28,1084.48,1060.13,13
Angela Magana,1015.9,8/12/2018 0:00,1255.22,1130.38,22
Jesse Fujarczyk,1014.81,10/7/2006 0:28,1092.85,1001.63,5
Alex Dunworth,1014.43,7/17/2015 1:40,1069.84,959.91,5
Kazuki Okubo,1013.58,1/28/2006 0:57,1092.85,1095.45,16
Chris Herrera,1013.35,1/26/2018 0:43,1129.23,1074.77,8
Brian Schwartz,1013.2,11/21/2008 2:24,1013.2,1021.97,2
Brian Houston,1012.38,4/1/2016 1:12,1224.22,1151.91,13
Jessamyn Duke,1012.36,7/29/2016 1:12,1225.69,1104.43,18
Maria Rios,1011.76,8/28/2015 0:43,1144.4,1055.36,9
Joao Paulo Faria,1011.68,11/15/2014 1:40,1011.68,1016.35,2
Rick Roufus,1011.57,5/9/2009 2:09,1130.05,1140.45,10
Amilcar Alves,1011.22,6/9/2018 2:38,1341.22,1173.73,29
Karine Gevorgyan,1010.83,12/1/2017 0:43,1107,1116.22,7
Brian Sleeman,1009.41,6/3/2006 3:21,1166.8,1076.24,19
Ken Shamrock,1009.19,2/19/2016 3:07,1424.33,1141.67,47
Brandon Melendez,1009.18,9/28/2013 1:55,1354.78,1138.18,56
Dave Terrel,1009.15,10/7/2017 1:40,1176.08,1127.91,15
Yuki Kondo,1008.47,7/27/2018 1:26,1450.09,1161.4,104
Mike Brown,1008.46,7/31/2010 0:00,1009.89,1007.72,3
Bubba Pugh,1007.51,11/15/2014 0:57,1068.27,1034.31,6
Bertrand Amoussou,1007.15,5/23/2004 0:14,1007.15,1000,2
Ron Henderson,1007.1,8/26/2016 2:38,1081.5,1028.58,8
Greg Scott,1006.64,6/26/2015 0:14,1053.36,1067.22,7
Chris Mickle,1005.9,5/20/2016 2:52,1315.94,1126.26,55
Humberto Brown,1005.17,4/8/2017 2:09,1095.46,1083.08,12
Carter Williams,1004.21,1/18/2013 2:24,1092.82,1092.76,9
Valentijn Overeem,1003.09,7/3/2014 0:57,1398.14,1148.96,62
Shungo Oyama,1003.05,12/6/2014 4:04,1293,1156,33
Tae Hyun Lee,1003.03,6/15/2008 0:28,1012.93,1152.51,3
Wagner Campos,1002.34,7/23/2016 3:07,1242.39,1111.08,23
Ariel Gandulla,1001.92,3/28/2015 2:38,1201.04,1121.66,17
Gideon Ray,1001.5,12/15/2012 1:12,1306.83,1159.24,34
Yoshihiro Takayama,999.83,3/9/2013 0:43,999.83,1252.66,5
Carlos Zevallos,999.63,9/23/2016 1:26,1038.61,1060.59,7
Josh Burns,998.78,11/12/2016 2:38,1219.12,1120.73,19
Mark Kerr,997.86,8/28/2009 2:38,1428.52,1160.29,27
Ronald Jhun,997.73,2/16/2013 0:57,1371.32,1155.8,53
Miles McDonald,997.41,9/1/2017 0:43,1048.06,989.85,6
Young Sam Jung,996.8,5/14/2016 0:43,1034.93,1089.35,12
Kailin Curran,996.02,11/25/2017 1:26,1209.65,1087.38,16
Joey Gilbert,994.65,11/22/2003 2:09,1045.41,1084.06,5
Matt Kovacs,992.43,7/21/2018 2:09,1188.33,1106.1,33
Christina Marks,990.86,3/24/2018 1:40,1156.42,1055.78,19
Melchor Manibusan,989.77,10/6/2009 1:26,1044.71,1163.78,6
Ashe Bowman,988.92,1/21/2012 0:57,1202.71,1091.04,20
Jules Bruchez,987.42,5/13/2010 1:26,1062.85,1071.02,5
Jimmy Ambriz,987.19,4/29/2017 2:24,1329.06,1176.71,39
Mike Jackson,986.95,6/9/2018 2:09,986.95,1053.44,3
Kristof Midoux,986.74,10/20/2007 2:24,1088.48,1120.1,16
Danny Abbadi,986.39,9/20/2009 2:09,1065.42,1127.24,12
Naoki Matsushita,986.11,7/22/2012 3:21,1134.22,1071.48,40
Yusuke Kawaguchi,984.71,6/30/2018 3:21,1295.33,1078.85,31
Wesley Correira,984.69,4/22/2016 2:38,1396.22,1095.87,36
Chris Guillen,981.67,11/15/2013 1:40,1276.51,1137.6,29
Shunichi Shimizu,980.68,7/1/2018 2:24,1448.61,1123.22,64
Courtney Buck,980.11,7/17/2015 1:55,1218.37,1066.99,23
Joe Schilling,979.45,6/26/2015 2:09,1020.5,1160.3,7
Rocky Lee,979.02,7/7/2018 2:24,1173.83,1056.88,10
Tyra Parker,978.84,7/19/2014 2:38,1015.07,990.76,9
Kyosuke Sasaki,977.7,12/4/2005 1:26,1037.32,1084.71,14
George Allen,977.04,11/9/2013 2:24,1000,1105.15,2
Corey Hill,971.65,2/6/2015 1:26,1217.66,1154.3,17
Kaitlin Young,970.97,11/1/2014 1:40,1187.55,1110.8,17
Josh Thornburg,970.77,1/18/2014 4:19,1216.73,1096.11,16
Ryuki Ueyama,970.31,6/12/2016 0:57,1250.27,1156.65,36
Ivan Cole,969.03,3/27/2015 0:14,1124.27,1019.83,6
Frank Megallon,968.05,10/7/2006 0:43,1050,1023.81,5
Jan Nortje,967.9,5/26/2009 0:43,1010.44,1150.2,8
Shonie Carter,967.9,9/9/2017 1:40,1377.82,1127.9,93
Matt Ramirez,967.09,8/12/2017 3:50,1148.75,1083.76,7
Michiyoshi Ohara,965.63,9/29/2002 0:14,978.26,1268.34,2
Paulo Cesar Silva,963.69,12/31/2006 1:26,1038.5,1149.48,8
Tim Roman,962.23,6/25/2016 1:12,1063.06,1012.03,7
Rodrigo Gripp de Sousa,960.77,8/4/2007 0:28,1100.31,1030.66,16
Steve Berger,960.13,4/7/2012 0:57,1255.21,1153.01,48
Sean Lally,959.03,10/12/2018 0:00,1078.99,1009.39,11
Yuji Nagata,959.01,12/31/2003 1:12,961.51,1339.64,2
Bryanna Fissori,958.67,2/17/2018 0:14,1210.01,1034.23,14
Del Hawkins,956.57,6/19/2014 1:12,1260.93,1060.23,39
Eric Bedard,953.45,8/3/2018 1:12,1131.29,1081.6,14
David Abbott,953.32,4/13/2013 1:40,1155.81,1131.39,25
John Donaldson,951.68,10/17/2015 0:43,1050,1020.57,3
Alexandre Dantas,949.78,10/9/2016 1:40,990.69,1296.96,3
Yuki Ishikawa,949.33,12/8/2002 1:40,981.01,1183.26,2
Marius Enache,949,10/23/2015 0:28,949,977.6,9
Daijiro Matsui,948.41,12/17/2017 0:57,1174.17,1142.9,52
Philip Preece,945.39,8/8/2009 2:09,1234.37,1058.56,24
Melinda Fabian,943.85,6/23/2018 0:14,1076.59,1082.78,11
Ralph Dillon,943.13,11/10/2004 1:26,991.97,1131.36,3
Hiromitsu Kanehara,940.86,3/9/2013 1:40,1399.45,1189.17,51
Ariel Beck,940.19,12/1/2017 0:28,1129.11,1065.74,12
Saul Elizondo,939.66,2/25/2017 1:12,1106.26,1067.11,14
Stefan Leko,936.6,2/20/2005 1:12,977.26,1207.54,3
Tadao Yasuda,936.09,12/31/2003 0:14,1048,1059.32,6
Marvin Maldonado,935.08,2/27/2015 0:14,1067.66,984.83,7
Josh Bennett,934.36,3/16/2012 1:26,1253.95,1056.92,36
Ray Perales,932.42,10/30/2009 1:26,1117.5,1081.46,39
Jonathan Santa Maria,928.81,8/11/2016 1:12,1134.38,1025.94,7
John Salgado,926.76,6/24/2017 0:14,1168.91,1102.88,13
Yosuke Nishijima,922.94,12/31/2007 0:28,979.84,1267.95,5
Bryan Pardoe,922.03,5/11/2012 1:26,1212.78,1062.61,29
Katsuyori Shibata,921.17,8/26/2011 1:40,1090.19,1174.3,16
Takashi Sugiura,919.57,9/28/2008 1:55,1009.13,1015.15,4
Kengo Watanabe,918.56,2/17/2007 1:55,1100.3,1034.7,25
Ruben Villareal,918.3,11/23/2013 1:12,1197.56,1138.3,53
Mal Foki,915.42,2/4/2005 1:12,1214.32,1024.78,10
Sherman Pendergarst,910.47,2/18/2012 0:14,1183.18,1133.42,30
Greg Nagy,901.12,4/16/2010 1:40,1050,998.15,4
Katsuhisa Fujii,900.96,2/28/2010 2:38,1143.56,1117.26,28
Joe Pearson,897.7,3/3/2017 1:12,1380.26,1087.31,78
Jose Quinonez,897.66,11/13/2010 0:57,953.16,968.39,2
Mike Altman,894.65,6/17/2006 1:26,1021.47,1040.21,5
Sarah Payant,894.22,11/4/2016 1:40,1071.26,1046.36,10
Masaaki Satake,892.86,12/31/2002 0:00,1017.1,1182.45,10
Henry Miller,884.33,8/25/2013 3:21,1134.78,1104.85,23
Yusuke Imamura,874.28,7/3/2004 1:26,1014.2,1048.84,8
Charles Bennett,874.22,6/2/2018 1:12,1300.59,1132.23,71
Lemont Davis,874.02,6/20/2015 1:26,1092.85,1065.39,8
Tokimitsu Ishizawa,873.37,10/25/2009 1:12,1012.79,1048.85,7
Carlton Jones,869.93,3/20/2008 0:57,1050,1011.76,5
Kim Couture,869.07,2/28/2014 1:26,1050,1035.24,12
Sean Salmon,863.55,4/13/2013 1:12,1348.19,1162.98,39
Bob Sapp,860.15,9/30/2018 0:00,1266.38,1129.4,32
Charlene Gellner,852.37,2/6/2016 0:57,950,1039.8,4
Justin Robbins,852.26,4/13/2018 1:55,1236.57,1117.71,34
John Doyle,845.15,12/6/2013 1:12,1228.33,1121.44,34
Kenichi Yamamoto,838.91,3/9/2013 1:12,1102.73,1082.2,19
Doug Evans,834.62,6/3/2006 0:28,1071.74,1081.55,15
Ross Pointon,833.34,2/9/2013 1:40,1140.91,1132.43,25
Yoshihisa Yamamoto,827.04,10/27/2012 2:52,1249.84,1134.53,40
Wayne Cole,798.79,1/31/2015 0:43,1238.16,1103.19,41
